id,province,industryId,industry,year,targetName,targetUnit,value
35,上海市,,,2022,商品房:成交面积:上海（2022年2月22日）,万平方米,0.65
36,上海市,,,2022,商品房:成交面积:上海（2022年2月23日）,万平方米,1.28
37,上海市,,,2022,商品房:成交面积:上海（2022年2月24日）,万平方米,1.37
38,上海市,,,2022,商品房:成交面积:上海（2022年2月25日）,万平方米,1.27
39,上海市,,,2022,商品房:成交面积:上海（2022年2月26日）,万平方米,3.21
40,上海市,,,2022,商品房:成交面积:上海（2022年2月27日）,万平方米,3.34
41,上海市,,,2022,商品房:成交面积:上海（2022年2月28日）,万平方米,4.13
42,上海市,,,2022,商品房:成交面积:上海（2022年2月2日）,万平方米,3.53
43,上海市,,,2022,商品房:成交面积:上海（2022年2月3日）,万平方米,1.9
44,上海市,,,2022,商品房:成交面积:上海（2022年2月4日）,万平方米,1.21
45,上海市,,,2022,商品房:成交面积:上海（2022年2月5日）,万平方米,3.51
46,上海市,,,2022,商品房:成交面积:上海（2022年2月6日）,万平方米,2.82
47,上海市,,,2022,商品房:成交面积:上海（2022年2月7日）,万平方米,5.09
48,上海市,,,2022,商品房:成交面积:上海（2022年2月8日）,万平方米,3.46
49,上海市,,,2022,商品房:成交面积:上海（2022年2月9日）,万平方米,5.0
50,上海市,,,2022,商品房:成交面积:上海（2022年3月10日）,万平方米,1.65
51,上海市,,,2022,商品房:成交面积:上海（2022年3月11日）,万平方米,1.72
52,上海市,,,2022,商品房:成交面积:上海（2022年3月12日）,万平方米,3.46
53,上海市,,,2022,商品房:成交面积:上海（2022年3月13日）,万平方米,6.9
54,上海市,,,2022,商品房:成交面积:上海（2022年3月14日）,万平方米,5.59
55,上海市,,,2022,商品房:成交面积:上海（2022年3月15日）,万平方米,4.89
56,上海市,,,2022,商品房:成交面积:上海（2022年3月16日）,万平方米,6.05
57,上海市,,,2022,商品房:成交面积:上海（2022年3月17日）,万平方米,2.75
58,上海市,,,2022,商品房:成交面积:上海（2022年3月18日）,万平方米,1.68
59,上海市,,,2022,商品房:成交面积:上海（2022年3月19日）,万平方米,4.99
60,上海市,,,2022,商品房:成交面积:上海（2022年3月1日）,万平方米,4.04
61,上海市,,,2022,商品房:成交面积:上海（2022年3月20日）,万平方米,5.37
62,上海市,,,2022,商品房:成交面积:上海（2022年3月21日）,万平方米,4.87
63,上海市,,,2022,商品房:成交面积:上海（2022年3月22日）,万平方米,8.01
64,上海市,,,2022,商品房:成交面积:上海（2022年3月23日）,万平方米,8.37
65,上海市,,,2022,商品房:成交面积:上海（2022年3月24日）,万平方米,2.99
66,上海市,,,2022,商品房:成交面积:上海（2022年3月25日）,万平方米,2.07
67,上海市,,,2022,商品房:成交面积:上海（2022年3月2日）,万平方米,3.18
68,上海市,,,2022,商品房:成交面积:上海（2022年3月3日）,万平方米,2.27
69,上海市,,,2022,商品房:成交面积:上海（2022年3月4日）,万平方米,1.4
70,上海市,,,2022,商品房:成交面积:上海（2022年3月5日）,万平方米,3.31
71,上海市,,,2022,商品房:成交面积:上海（2022年3月6日）,万平方米,4.92
72,上海市,,,2022,商品房:成交面积:上海（2022年3月7日）,万平方米,11.96
73,上海市,,,2022,商品房:成交面积:上海（2022年3月8日）,万平方米,3.98
74,上海市,,,2022,商品房:成交面积:上海（2022年3月9日）,万平方米,5.2
75,上海市,,,2022,商品房:成交面积:上海（2022年4月10日）,万平方米,3.74
76,上海市,,,2022,商品房:成交面积:上海（2022年4月11日）,万平方米,4.15
77,上海市,,,2022,商品房:成交面积:上海（2022年4月12日）,万平方米,3.23
78,上海市,,,2022,商品房:成交面积:上海（2022年4月13日）,万平方米,6.96
79,上海市,,,2022,商品房:成交面积:上海（2022年4月14日）,万平方米,2.75
80,上海市,,,2022,商品房:成交面积:上海（2022年4月15日）,万平方米,1.82
81,上海市,,,2022,商品房:成交面积:上海（2022年4月16日）,万平方米,4.19
82,上海市,,,2022,商品房:成交面积:上海（2022年4月17日）,万平方米,4.89
83,上海市,,,2022,商品房:成交面积:上海（2022年4月18日）,万平方米,3.33
84,上海市,,,2022,商品房:成交面积:上海（2022年4月19日）,万平方米,3.45
85,上海市,,,2022,商品房:成交面积:上海（2022年4月1日）,万平方米,1.56
86,上海市,,,2022,商品房:成交面积:上海（2022年4月20日）,万平方米,3.22
87,上海市,,,2022,商品房:成交面积:上海（2022年4月21日）,万平方米,2.0
88,上海市,,,2022,商品房:成交面积:上海（2022年4月22日）,万平方米,2.01
89,上海市,,,2022,商品房:成交面积:上海（2022年4月23日）,万平方米,4.13
90,上海市,,,2022,商品房:成交面积:上海（2022年4月24日）,万平方米,4.72
91,上海市,,,2022,商品房:成交面积:上海（2022年4月25日）,万平方米,5.04
92,上海市,,,2022,商品房:成交面积:上海（2022年4月26日）,万平方米,7.64
93,上海市,,,2022,商品房:成交面积:上海（2022年4月27日）,万平方米,7.29
94,上海市,,,2022,商品房:成交面积:上海（2022年4月28日）,万平方米,7.13
95,上海市,,,2022,商品房:成交面积:上海（2022年4月29日）,万平方米,4.1
96,上海市,,,2022,商品房:成交面积:上海（2022年4月2日）,万平方米,5.02
97,上海市,,,2022,商品房:成交面积:上海（2022年4月30日）,万平方米,2.62
98,上海市,,,2022,商品房:成交面积:上海（2022年4月3日）,万平方米,4.65
99,上海市,,,2022,商品房:成交面积:上海（2022年4月4日）,万平方米,4.45
100,上海市,,,2022,商品房:成交面积:上海（2022年4月5日）,万平方米,0.88
101,上海市,,,2022,商品房:成交面积:上海（2022年4月6日）,万平方米,1.04
102,上海市,,,2022,商品房:成交面积:上海（2022年4月7日）,万平方米,1.12
103,上海市,,,2022,商品房:成交面积:上海（2022年4月8日）,万平方米,3.32
104,上海市,,,2022,商品房:成交面积:上海（2022年4月9日）,万平方米,5.37
105,上海市,,,2022,商品房:成交面积:上海（2022年5月10日）,万平方米,4.07
106,上海市,,,2022,商品房:成交面积:上海（2022年5月11日）,万平方米,3.89
107,上海市,,,2022,商品房:成交面积:上海（2022年5月12日）,万平方米,2.66
108,上海市,,,2022,商品房:成交面积:上海（2022年5月13日）,万平方米,1.57
109,上海市,,,2022,商品房:成交面积:上海（2022年5月1日）,万平方米,2.36
110,上海市,,,2022,商品房:成交面积:上海（2022年5月2日）,万平方米,3.92
111,上海市,,,2022,商品房:成交面积:上海（2022年5月3日）,万平方米,6.2
112,上海市,,,2022,商品房:成交面积:上海（2022年5月4日）,万平方米,3.71
113,上海市,,,2022,商品房:成交面积:上海（2022年5月5日）,万平方米,3.3
114,上海市,,,2022,商品房:成交面积:上海（2022年5月6日）,万平方米,2.65
115,上海市,,,2022,商品房:成交面积:上海（2022年5月7日）,万平方米,6.46
116,上海市,,,2022,商品房:成交面积:上海（2022年5月8日）,万平方米,4.65
117,上海市,,,2022,商品房:成交面积:上海（2022年5月9日）,万平方米,5.07
118,上海市,,,2022,商品房:成交面积:上海（2022年6月10日）,万平方米,2.73
119,上海市,,,2022,商品房:成交面积:上海（2022年6月1日）,万平方米,5.93
120,上海市,,,2022,商品房:成交面积:上海（2022年6月2日）,万平方米,3.3
121,上海市,,,2022,商品房:成交面积:上海（2022年6月3日）,万平方米,2.18
122,上海市,,,2022,商品房:成交面积:上海（2022年6月4日）,万平方米,4.45
123,上海市,,,2022,商品房:成交面积:上海（2022年6月6日）,万平方米,7.56
124,上海市,,,2022,商品房:成交面积:上海（2022年6月7日）,万平方米,4.95
125,上海市,,,2022,商品房:成交面积:上海（2022年6月9日）,万平方米,2.41
126,北京市,,,2022,商品房:成交面积:北京（2022年1月10日）,万平方米,1.6
127,北京市,,,2022,商品房:成交面积:北京（2022年1月11日）,万平方米,2.2
128,北京市,,,2022,商品房:成交面积:北京（2022年1月12日）,万平方米,0.5
129,北京市,,,2022,商品房:成交面积:北京（2022年1月13日）,万平方米,0.6
130,北京市,,,2022,商品房:成交面积:北京（2022年1月15日）,万平方米,1.4
131,北京市,,,2022,商品房:成交面积:北京（2022年1月16日）,万平方米,1.2
132,北京市,,,2022,商品房:成交面积:北京（2022年1月17日）,万平方米,1.3
133,北京市,,,2022,商品房:成交面积:北京（2022年1月18日）,万平方米,1.2
134,北京市,,,2022,商品房:成交面积:北京（2022年1月19日）,万平方米,1.4
135,北京市,,,2022,商品房:成交面积:北京（2022年1月1日）,万平方米,0.8
136,北京市,,,2022,商品房:成交面积:北京（2022年1月20日）,万平方米,2.4
137,北京市,,,2022,商品房:成交面积:北京（2022年1月21日）,万平方米,2.5
138,北京市,,,2022,商品房:成交面积:北京（2022年1月22日）,万平方米,2.2
139,北京市,,,2022,商品房:成交面积:北京（2022年1月23日）,万平方米,1.6
140,北京市,,,2022,商品房:成交面积:北京（2022年1月24日）,万平方米,2.5
141,北京市,,,2022,商品房:成交面积:北京（2022年1月25日）,万平方米,1.6
142,北京市,,,2022,商品房:成交面积:北京（2022年1月26日）,万平方米,1.1
143,北京市,,,2022,商品房:成交面积:北京（2022年1月27日）,万平方米,1.1
144,北京市,,,2022,商品房:成交面积:北京（2022年1月2日）,万平方米,2.9
145,北京市,,,2022,商品房:成交面积:北京（2022年1月3日）,万平方米,2.0
146,北京市,,,2022,商品房:成交面积:北京（2022年1月4日）,万平方米,1.9
147,北京市,,,2022,商品房:成交面积:北京（2022年1月5日）,万平方米,1.5
148,北京市,,,2022,商品房:成交面积:北京（2022年1月6日）,万平方米,1.2
149,北京市,,,2022,商品房:成交面积:北京（2022年1月7日）,万平方米,1.4
150,北京市,,,2022,商品房:成交面积:北京（2022年1月8日）,万平方米,2.1
151,北京市,,,2022,商品房:成交面积:北京（2022年1月9日）,万平方米,1.4
152,北京市,,,2022,商品房:成交面积:北京（2022年2月10日）,万平方米,0.7
153,北京市,,,2022,商品房:成交面积:北京（2022年2月11日）,万平方米,2.7
154,北京市,,,2022,商品房:成交面积:北京（2022年2月12日）,万平方米,3.5
155,北京市,,,2022,商品房:成交面积:北京（2022年2月1日）,万平方米,3.8
156,北京市,,,2022,商品房:成交面积:北京（2022年2月22日）,万平方米,0.3
157,北京市,,,2022,商品房:成交面积:北京（2022年2月23日）,万平方米,0.6
158,北京市,,,2022,商品房:成交面积:北京（2022年2月24日）,万平方米,0.4
159,北京市,,,2022,商品房:成交面积:北京（2022年2月25日）,万平方米,0.6
160,北京市,,,2022,商品房:成交面积:北京（2022年2月2日）,万平方米,3.2
161,北京市,,,2022,商品房:成交面积:北京（2022年2月3日）,万平方米,0.6
162,北京市,,,2022,商品房:成交面积:北京（2022年2月4日）,万平方米,1.0
163,北京市,,,2022,商品房:成交面积:北京（2022年2月5日）,万平方米,2.5
164,北京市,,,2022,商品房:成交面积:北京（2022年2月6日）,万平方米,2.7
165,北京市,,,2022,商品房:成交面积:北京（2022年2月7日）,万平方米,2.6
166,北京市,,,2022,商品房:成交面积:北京（2022年2月8日）,万平方米,1.8
167,北京市,,,2022,商品房:成交面积:北京（2022年2月9日）,万平方米,0.5
168,北京市,,,2022,商品房:成交面积:北京（2022年3月10日）,万平方米,0.3
169,北京市,,,2022,商品房:成交面积:北京（2022年3月11日）,万平方米,0.6
170,北京市,,,2022,商品房:成交面积:北京（2022年3月12日）,万平方米,1.1
171,北京市,,,2022,商品房:成交面积:北京（2022年3月13日）,万平方米,1.4
172,北京市,,,2022,商品房:成交面积:北京（2022年3月14日）,万平方米,0.9
173,北京市,,,2022,商品房:成交面积:北京（2022年3月15日）,万平方米,1.0
174,北京市,,,2022,商品房:成交面积:北京（2022年3月16日）,万平方米,0.8
175,北京市,,,2022,商品房:成交面积:北京（2022年3月17日）,万平方米,0.3
176,北京市,,,2022,商品房:成交面积:北京（2022年3月18日）,万平方米,1.4
177,北京市,,,2022,商品房:成交面积:北京（2022年3月19日）,万平方米,1.8
178,北京市,,,2022,商品房:成交面积:北京（2022年3月1日）,万平方米,3.9
179,北京市,,,2022,商品房:成交面积:北京（2022年3月20日）,万平方米,1.8
180,北京市,,,2022,商品房:成交面积:北京（2022年3月21日）,万平方米,1.8
181,北京市,,,2022,商品房:成交面积:北京（2022年3月22日）,万平方米,1.8
182,北京市,,,2022,商品房:成交面积:北京（2022年3月23日）,万平方米,0.5
183,北京市,,,2022,商品房:成交面积:北京（2022年3月24日）,万平方米,0.5
184,北京市,,,2022,商品房:成交面积:北京（2022年3月25日）,万平方米,0.6
185,北京市,,,2022,商品房:成交面积:北京（2022年3月2日）,万平方米,0.7
186,北京市,,,2022,商品房:成交面积:北京（2022年3月3日）,万平方米,0.6
187,北京市,,,2022,商品房:成交面积:北京（2022年3月4日）,万平方米,0.7
188,北京市,,,2022,商品房:成交面积:北京（2022年3月5日）,万平方米,3.0
189,北京市,,,2022,商品房:成交面积:北京（2022年3月6日）,万平方米,1.6
190,北京市,,,2022,商品房:成交面积:北京（2022年3月7日）,万平方米,5.8
191,北京市,,,2022,商品房:成交面积:北京（2022年3月8日）,万平方米,1.2
192,北京市,,,2022,商品房:成交面积:北京（2022年3月9日）,万平方米,0.8
193,北京市,,,2022,商品房:成交面积:北京（2022年4月10日）,万平方米,1.2
194,北京市,,,2022,商品房:成交面积:北京（2022年4月11日）,万平方米,2.3
195,北京市,,,2022,商品房:成交面积:北京（2022年4月12日）,万平方米,1.9
196,北京市,,,2022,商品房:成交面积:北京（2022年4月13日）,万平方米,0.5
197,北京市,,,2022,商品房:成交面积:北京（2022年4月14日）,万平方米,0.2
198,北京市,,,2022,商品房:成交面积:北京（2022年4月15日）,万平方米,1.0
199,北京市,,,2022,商品房:成交面积:北京（2022年4月16日）,万平方米,1.9
200,北京市,,,2022,商品房:成交面积:北京（2022年4月17日）,万平方米,1.3
201,北京市,,,2022,商品房:成交面积:北京（2022年4月18日）,万平方米,1.7
202,北京市,,,2022,商品房:成交面积:北京（2022年4月19日）,万平方米,2.0
203,北京市,,,2022,商品房:成交面积:北京（2022年4月1日）,万平方米,1.3
204,北京市,,,2022,商品房:成交面积:北京（2022年4月20日）,万平方米,0.5
205,北京市,,,2022,商品房:成交面积:北京（2022年4月21日）,万平方米,0.3
206,北京市,,,2022,商品房:成交面积:北京（2022年4月22日）,万平方米,1.6
207,北京市,,,2022,商品房:成交面积:北京（2022年4月23日）,万平方米,4.8
208,北京市,,,2022,商品房:成交面积:北京（2022年4月24日）,万平方米,2.9
209,北京市,,,2022,商品房:成交面积:北京（2022年4月25日）,万平方米,2.6
210,北京市,,,2022,商品房:成交面积:北京（2022年4月26日）,万平方米,2.9
211,北京市,,,2022,商品房:成交面积:北京（2022年4月27日）,万平方米,2.7
212,北京市,,,2022,商品房:成交面积:北京（2022年4月28日）,万平方米,0.5
213,北京市,,,2022,商品房:成交面积:北京（2022年4月29日）,万平方米,0.3
214,北京市,,,2022,商品房:成交面积:北京（2022年4月2日）,万平方米,1.3
215,北京市,,,2022,商品房:成交面积:北京（2022年4月30日）,万平方米,0.2
216,北京市,,,2022,商品房:成交面积:北京（2022年4月3日）,万平方米,3.6
217,北京市,,,2022,商品房:成交面积:北京（2022年4月4日）,万平方米,0.4
218,北京市,,,2022,商品房:成交面积:北京（2022年4月5日）,万平方米,0.6
219,北京市,,,2022,商品房:成交面积:北京（2022年4月6日）,万平方米,0.2
220,北京市,,,2022,商品房:成交面积:北京（2022年4月7日）,万平方米,0.7
221,北京市,,,2022,商品房:成交面积:北京（2022年4月8日）,万平方米,1.1
222,北京市,,,2022,商品房:成交面积:北京（2022年4月9日）,万平方米,1.9
223,北京市,,,2022,商品房:成交面积:北京（2022年5月10日）,万平方米,1.6
224,北京市,,,2022,商品房:成交面积:北京（2022年5月11日）,万平方米,0.8
225,北京市,,,2022,商品房:成交面积:北京（2022年5月12日）,万平方米,0.2
226,北京市,,,2022,商品房:成交面积:北京（2022年5月13日）,万平方米,1.4
227,北京市,,,2022,商品房:成交面积:北京（2022年5月1日）,万平方米,0.8
228,北京市,,,2022,商品房:成交面积:北京（2022年5月2日）,万平方米,3.3
229,北京市,,,2022,商品房:成交面积:北京（2022年5月3日）,万平方米,3.7
230,北京市,,,2022,商品房:成交面积:北京（2022年5月4日）,万平方米,1.5
231,北京市,,,2022,商品房:成交面积:北京（2022年5月5日）,万平方米,0.2
232,北京市,,,2022,商品房:成交面积:北京（2022年5月6日）,万平方米,1.1
233,北京市,,,2022,商品房:成交面积:北京（2022年5月7日）,万平方米,2.1
234,北京市,,,2022,商品房:成交面积:北京（2022年5月8日）,万平方米,1.9
235,北京市,,,2022,商品房:成交面积:北京（2022年5月9日）,万平方米,2.5
236,北京市,,,2022,商品房:成交面积:北京（2022年6月10日）,万平方米,0.6
237,北京市,,,2022,商品房:成交面积:北京（2022年6月1日）,万平方米,0.8
238,北京市,,,2022,商品房:成交面积:北京（2022年6月2日）,万平方米,0.5
239,北京市,,,2022,商品房:成交面积:北京（2022年6月3日）,万平方米,2.3
240,北京市,,,2022,商品房:成交面积:北京（2022年6月4日）,万平方米,1.2
241,北京市,,,2022,商品房:成交面积:北京（2022年6月6日）,万平方米,1.0
242,北京市,,,2022,商品房:成交面积:北京（2022年6月7日）,万平方米,1.3
243,北京市,,,2022,商品房:成交面积:北京（2022年6月9日）,万平方米,0.3
244,广东省,,,2022,商品房:成交面积:广州（2022年1月10日）,万平方米,3.12
245,广东省,,,2022,商品房:成交面积:广州（2022年1月11日）,万平方米,3.04
246,广东省,,,2022,商品房:成交面积:广州（2022年1月12日）,万平方米,1.54
247,广东省,,,2022,商品房:成交面积:广州（2022年1月13日）,万平方米,2.17
248,广东省,,,2022,商品房:成交面积:广州（2022年1月14日）,万平方米,1.73
249,广东省,,,2022,商品房:成交面积:广州（2022年1月15日）,万平方米,4.25
250,广东省,,,2022,商品房:成交面积:广州（2022年1月16日）,万平方米,2.07
251,广东省,,,2022,商品房:成交面积:广州（2022年1月17日）,万平方米,1.42
252,广东省,,,2022,商品房:成交面积:广州（2022年1月18日）,万平方米,1.7
253,广东省,,,2022,商品房:成交面积:广州（2022年1月19日）,万平方米,2.74
254,广东省,,,2022,商品房:成交面积:广州（2022年1月1日）,万平方米,1.2
255,广东省,,,2022,商品房:成交面积:广州（2022年1月20日）,万平方米,2.21
256,广东省,,,2022,商品房:成交面积:广州（2022年1月21日）,万平方米,1.17
257,广东省,,,2022,商品房:成交面积:广州（2022年1月22日）,万平方米,1.79
258,广东省,,,2022,商品房:成交面积:广州（2022年1月23日）,万平方米,2.41
259,广东省,,,2022,商品房:成交面积:广州（2022年1月24日）,万平方米,2.16
260,广东省,,,2022,商品房:成交面积:广州（2022年1月25日）,万平方米,2.69
261,广东省,,,2022,商品房:成交面积:广州（2022年1月26日）,万平方米,8.09
262,广东省,,,2022,商品房:成交面积:广州（2022年1月27日）,万平方米,4.45
263,广东省,,,2022,商品房:成交面积:广州（2022年1月2日）,万平方米,1.38
264,广东省,,,2022,商品房:成交面积:广州（2022年1月3日）,万平方米,1.65
265,广东省,,,2022,商品房:成交面积:广州（2022年1月4日）,万平方米,2.72
266,广东省,,,2022,商品房:成交面积:广州（2022年1月5日）,万平方米,2.57
267,广东省,,,2022,商品房:成交面积:广州（2022年1月6日）,万平方米,2.85
268,广东省,,,2022,商品房:成交面积:广州（2022年1月7日）,万平方米,0.41
269,广东省,,,2022,商品房:成交面积:广州（2022年1月8日）,万平方米,1.93
270,广东省,,,2022,商品房:成交面积:广州（2022年1月9日）,万平方米,1.58
271,广东省,,,2022,商品房:成交面积:广州（2022年2月10日）,万平方米,1.84
272,广东省,,,2022,商品房:成交面积:广州（2022年2月11日）,万平方米,1.31
273,广东省,,,2022,商品房:成交面积:广州（2022年2月12日）,万平方米,1.63
274,广东省,,,2022,商品房:成交面积:广州（2022年2月13日）,万平方米,0.64
275,广东省,,,2022,商品房:成交面积:广州（2022年2月14日）,万平方米,0.26
276,广东省,,,2022,商品房:成交面积:广州（2022年2月15日）,万平方米,0.07
277,广东省,,,2022,商品房:成交面积:广州（2022年2月16日）,万平方米,0.09
278,广东省,,,2022,商品房:成交面积:广州（2022年2月17日）,万平方米,0.05
279,广东省,,,2022,商品房:成交面积:广州（2022年2月18日）,万平方米,0.04
280,广东省,,,2022,商品房:成交面积:广州（2022年2月19日）,万平方米,0.02
281,广东省,,,2022,商品房:成交面积:广州（2022年2月1日）,万平方米,2.94
282,广东省,,,2022,商品房:成交面积:广州（2022年2月20日）,万平方米,0.03
283,广东省,,,2022,商品房:成交面积:广州（2022年2月21日）,万平方米,0.02
284,广东省,,,2022,商品房:成交面积:广州（2022年2月22日）,万平方米,0.34
285,广东省,,,2022,商品房:成交面积:广州（2022年2月23日）,万平方米,0.79
286,广东省,,,2022,商品房:成交面积:广州（2022年2月24日）,万平方米,1.47
287,广东省,,,2022,商品房:成交面积:广州（2022年2月25日）,万平方米,1.48
288,广东省,,,2022,商品房:成交面积:广州（2022年2月26日）,万平方米,2.66
289,广东省,,,2022,商品房:成交面积:广州（2022年2月27日）,万平方米,2.98
290,广东省,,,2022,商品房:成交面积:广州（2022年2月28日）,万平方米,2.26
291,广东省,,,2022,商品房:成交面积:广州（2022年2月2日）,万平方米,2.74
292,广东省,,,2022,商品房:成交面积:广州（2022年2月3日）,万平方米,2.55
293,广东省,,,2022,商品房:成交面积:广州（2022年2月4日）,万平方米,2.13
294,广东省,,,2022,商品房:成交面积:广州（2022年2月5日）,万平方米,2.08
295,广东省,,,2022,商品房:成交面积:广州（2022年2月6日）,万平方米,2.43
296,广东省,,,2022,商品房:成交面积:广州（2022年2月7日）,万平方米,2.18
297,广东省,,,2022,商品房:成交面积:广州（2022年2月8日）,万平方米,2.29
298,广东省,,,2022,商品房:成交面积:广州（2022年2月9日）,万平方米,2.07
299,广东省,,,2022,商品房:成交面积:广州（2022年3月10日）,万平方米,2.63
300,广东省,,,2022,商品房:成交面积:广州（2022年3月11日）,万平方米,1.3
301,广东省,,,2022,商品房:成交面积:广州（2022年3月12日）,万平方米,2.44
302,广东省,,,2022,商品房:成交面积:广州（2022年3月13日）,万平方米,2.22
303,广东省,,,2022,商品房:成交面积:广州（2022年3月14日）,万平方米,2.32
304,广东省,,,2022,商品房:成交面积:广州（2022年3月15日）,万平方米,2.61
305,广东省,,,2022,商品房:成交面积:广州（2022年3月16日）,万平方米,2.92
306,广东省,,,2022,商品房:成交面积:广州（2022年3月17日）,万平方米,3.11
307,广东省,,,2022,商品房:成交面积:广州（2022年3月18日）,万平方米,1.9
308,广东省,,,2022,商品房:成交面积:广州（2022年3月19日）,万平方米,2.28
309,广东省,,,2022,商品房:成交面积:广州（2022年3月1日）,万平方米,1.68
310,广东省,,,2022,商品房:成交面积:广州（2022年3月20日）,万平方米,2.85
311,广东省,,,2022,商品房:成交面积:广州（2022年3月21日）,万平方米,3.34
312,广东省,,,2022,商品房:成交面积:广州（2022年3月22日）,万平方米,2.42
313,广东省,,,2022,商品房:成交面积:广州（2022年3月23日）,万平方米,4.22
314,广东省,,,2022,商品房:成交面积:广州（2022年3月24日）,万平方米,2.98
315,广东省,,,2022,商品房:成交面积:广州（2022年3月25日）,万平方米,1.92
316,广东省,,,2022,商品房:成交面积:广州（2022年3月2日）,万平方米,1.33
317,广东省,,,2022,商品房:成交面积:广州（2022年3月3日）,万平方米,2.03
318,广东省,,,2022,商品房:成交面积:广州（2022年3月4日）,万平方米,0.92
319,广东省,,,2022,商品房:成交面积:广州（2022年3月5日）,万平方米,1.79
320,广东省,,,2022,商品房:成交面积:广州（2022年3月6日）,万平方米,1.97
321,广东省,,,2022,商品房:成交面积:广州（2022年3月7日）,万平方米,1.42
322,广东省,,,2022,商品房:成交面积:广州（2022年3月8日）,万平方米,1.5
323,广东省,,,2022,商品房:成交面积:广州（2022年3月9日）,万平方米,2.21
324,广东省,,,2022,商品房:成交面积:广州（2022年4月10日）,万平方米,2.63
325,广东省,,,2022,商品房:成交面积:广州（2022年4月11日）,万平方米,2.27
326,广东省,,,2022,商品房:成交面积:广州（2022年4月12日）,万平方米,2.2
327,广东省,,,2022,商品房:成交面积:广州（2022年4月13日）,万平方米,2.32
328,广东省,,,2022,商品房:成交面积:广州（2022年4月14日）,万平方米,2.31
329,广东省,,,2022,商品房:成交面积:广州（2022年4月15日）,万平方米,1.42
330,广东省,,,2022,商品房:成交面积:广州（2022年4月16日）,万平方米,2.58
331,广东省,,,2022,商品房:成交面积:广州（2022年4月17日）,万平方米,2.15
332,广东省,,,2022,商品房:成交面积:广州（2022年4月18日）,万平方米,1.87
333,广东省,,,2022,商品房:成交面积:广州（2022年4月19日）,万平方米,2.74
334,广东省,,,2022,商品房:成交面积:广州（2022年4月1日）,万平方米,2.44
335,广东省,,,2022,商品房:成交面积:广州（2022年4月20日）,万平方米,4.09
336,广东省,,,2022,商品房:成交面积:广州（2022年4月21日）,万平方米,2.26
337,广东省,,,2022,商品房:成交面积:广州（2022年4月22日）,万平方米,1.58
338,广东省,,,2022,商品房:成交面积:广州（2022年4月23日）,万平方米,1.59
339,广东省,,,2022,商品房:成交面积:广州（2022年4月24日）,万平方米,3.02
340,广东省,,,2022,商品房:成交面积:广州（2022年4月25日）,万平方米,3.92
