id,industryId,industry,year,targetName,targetUnit,value
40,,,2022,监管进出境总数:火车:当月值（年度）,节,854933.0
41,,,2022,进口数量:原油:当月值（年度）,万吨,19057.7
42,,,2022,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,24006.6
43,,,2022,重点发电企业耗煤:全国:当月值（年度）,万吨,40200.2
44,,,2022,铁路客运量:当月值（年度）,万人,107157.4656
45,,,2022,铁路货运量:当月值（年度）,万吨,128916.6273
46,,,2022,销量:煤炭:当月值（年度）,万吨,109200.0
47,,,2021,CPI:当月同比（年度）,%,1.5499999999999998
48,,,2021,CPI:消费品:当月同比（年度）,%,0.7333333333333334
49,,,2021,TFT液晶面板:大尺寸:出货量:平板电脑:当月值（年度）,百万片,95.6
50,,,2021,一级市场债券净融资量:合计（年度）,亿元,8729.735575713332
51,,,2021,个人住房公积金贷款利率:5年以上（年度）,%,3.25
52,,,2021,中长期贷款利率:5年以上（年度）,%,4.9
53,,,2021,乘用车产量:国内:运动型多用途乘用车(SUV):当期值（年度）,辆,10035272.0
54,,,2021,乘用车销量:国内:运动型多用途乘用车销量(SUV):当期值（年度）,辆,10001362.0
55,,,2021,产量:原煤:当月值（年度）,万吨,322208.3
56,,,2021,信托产品:投资领域平均收益:房地产（年度）,%,7.034999999999999
57,,,2021,全社会用电量:工业用电:当月值（年度）,亿千瓦时,39493.88334
58,,,2021,全社会用电量:当月值（年度）,亿千瓦时,57373.3943
59,,,2021,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1074.269813
60,,,2021,全社会用电量:第三产业:当月值（年度）,亿千瓦时,8062.290913
61,,,2021,全社会用电量:第二产业:当月值（年度）,亿千瓦时,40155.45979
62,,,2021,全部土地:全市:成交面积:当月值（年度）,万平方米,207094.8
63,,,2021,公路客运量:当月值（年度）,万人,1459099.0
64,,,2021,公路货运量:当月值（年度）,万吨,3679518.0
65,,,2021,出口数量:微型电脑:当月值（年度）,万台,960.0
66,,,2021,制造业PMI:产成品库存（年度）,%,46.23333333333334
67,,,2021,制造业PMI:原材料库存（年度）,%,48.41666666666666
68,,,2021,制造业PMI:新出口订单（年度）,%,50.9
69,,,2021,制造业PMI:进口（年度）,%,50.82500000000001
70,,,2021,发电量:火电:当月值（年度）,亿千瓦小时,77332.40000000001
71,,,2021,商品房待售面积:累计值（年度）,万平方米,703204.0
72,,,2021,固定资产投资完成额:当月值（年度）,亿元,590306.0
73,,,2021,存管证券只数（年度）,只,15452.0
74,,,2021,存管证券已上市流通市值（年度）,亿元,560579.67
75,,,2021,存管证券面值（年度）,亿元,150377.17
76,,,2021,工业增加值:当月同比（年度）,%,6.583631787208334
77,14,采矿业,2021,工业增加值:采矿业:当月同比（年度）,%,-1.32
78,,,2021,平均汇率:中间价:美元兑人民币（年度）,,6.754666666666668
79,,,2021,房地产开发投资完成额:当月值（年度）,亿元,99944.19
80,,,2021,月均国际现货价格:航空煤油（年度）,美元/桶,66.17725
81,,,2021,汽车产量:乘用车:当月值（年度）,万辆,2483.1434000000004
82,,,2021,汽车经销商库存系数:自主品牌（年度）,,0.67
83,,,2021,汽车销量:乘用车:当月值（年度）,万辆,2474.4226
84,,,2021,沪深合计:融资融券余额（年度）,亿元,10209.1666666666
85,,,2021,生产资料价格指数:原煤:定基数（年度）,2000=100,77.39833333333333
86,,,2021,监管进出境总数:火车:当月值（年度）,节,1890150.0
87,,,2021,进口数量:原油:当月值（年度）,万吨,41996.0
88,,,2021,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,54225.0
89,,,2021,重点发电企业耗煤:全国:当月值（年度）,万吨,83836.4
90,,,2021,铁路客运量:当月值（年度）,万人,308379.30340000003
91,,,2021,铁路货运量:当月值（年度）,万吨,368865.0044
92,,,2021,销量:煤炭:当月值（年度）,万吨,336700.0
93,,,2020,CPI:当月同比（年度）,%,2.0083333333333333
94,,,2020,CPI:消费品:当月同比（年度）,%,1.8833333333333333
95,,,2020,TFT液晶面板:大尺寸:出货量:平板电脑:当月值（年度）,百万片,82.3
96,,,2020,一级市场债券净融资量:合计（年度）,亿元,13266.195484655002
97,,,2020,个人住房公积金贷款利率:5年以上（年度）,%,3.25
98,,,2020,中长期贷款利率:5年以上（年度）,%,4.9
99,,,2020,乘用车产量:国内:运动型多用途乘用车(SUV):当期值（年度）,辆,8823434.0
100,,,2020,乘用车销量:国内:运动型多用途乘用车销量(SUV):当期值（年度）,辆,8741251.0
101,,,2020,产量:原煤:当月值（年度）,万吨,303901.9
102,,,2020,信托产品:投资领域平均收益:房地产（年度）,%,7.352499999999999
103,,,2020,全社会用电量:工业用电:当月值（年度）,亿千瓦时,41374.147
104,,,2020,全社会用电量:当月值（年度）,亿千瓦时,59179.9063
105,,,2020,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1075.3915000000002
106,,,2020,全社会用电量:第三产业:当月值（年度）,亿千瓦时,7954.893099999999
107,,,2020,全社会用电量:第二产业:当月值（年度）,亿千瓦时,42098.7401
108,,,2020,全部土地:全市:成交面积:当月值（年度）,万平方米,191806.13
109,,,2020,公路客运量:当月值（年度）,万人,1424214.0
110,,,2020,公路货运量:当月值（年度）,万吨,3026609.0
111,,,2020,出口数量:微型电脑:当月值（年度）,万台,774.0
112,,,2020,制造业PMI:产成品库存（年度）,%,46.06666666666666
113,,,2020,制造业PMI:原材料库存（年度）,%,47.65
114,,,2020,制造业PMI:新出口订单（年度）,%,49.38333333333333
115,,,2020,制造业PMI:进口（年度）,%,49.208333333333336
116,,,2020,发电量:火电:当月值（年度）,亿千瓦小时,73829.21039999998
117,,,2020,商品房待售面积:累计值（年度）,万平方米,783742.0
118,,,2020,固定资产投资完成额:当月值（年度）,亿元,558493.2032
119,,,2020,存管证券只数（年度）,只,13055.0
120,,,2020,存管证券已上市流通市值（年度）,亿元,492344.56
121,,,2020,存管证券面值（年度）,亿元,128291.59
122,,,2020,工业增加值:当月同比（年度）,%,6.044841749466667
123,14,采矿业,2020,工业增加值:采矿业:当月同比（年度）,%,-1.34
124,,,2020,平均汇率:中间价:美元兑人民币（年度）,,6.640125
125,,,2020,房地产开发投资完成额:当月值（年度）,亿元,93529.2092
126,,,2020,月均国际现货价格:航空煤油（年度）,美元/桶,54.388125
127,,,2020,汽车产量:乘用车:当月值（年度）,万辆,2431.5020000000004
128,,,2020,汽车经销商库存系数:自主品牌（年度）,,0.96
129,,,2020,汽车销量:乘用车:当月值（年度）,万辆,2429.2238
130,,,2020,沪深合计:融资融券余额（年度）,亿元,9562.935418
131,,,2020,生产资料价格指数:原煤:定基数（年度）,2000=100,96.85
132,,,2020,监管进出境总数:火车:当月值（年度）,节,1486105.0
133,,,2020,进口数量:原油:当月值（年度）,万吨,38104.0
134,,,2020,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,51134.0
135,,,2020,重点发电企业耗煤:全国:当月值（年度）,万吨,117718.2
136,,,2020,铁路客运量:当月值（年度）,万人,281422.5636
137,,,2020,铁路货运量:当月值（年度）,万吨,333113.7742
138,,,2020,销量:煤炭:当月值（年度）,万吨,289600.0
139,,,2019,CPI:当月同比（年度）,%,1.4416666666666669
140,,,2019,CPI:消费品:当月同比（年度）,%,1.1916666666666669
141,,,2019,TFT液晶面板:大尺寸:出货量:平板电脑:当月值（年度）,百万片,80.39999999999999
142,,,2019,一级市场债券净融资量:合计（年度）,亿元,10432.603007561667
143,,,2019,个人住房公积金贷款利率:5年以上（年度）,%,3.625
144,,,2019,中长期贷款利率:5年以上（年度）,%,5.4625
145,,,2019,产量:原煤:当月值（年度）,万吨,336487.1927
146,,,2019,信托产品:投资领域平均收益:房地产（年度）,%,9.280833333333334
147,,,2019,全社会用电量:工业用电:当月值（年度）,亿千瓦时,39335.58579
148,,,2019,全社会用电量:当月值（年度）,亿千瓦时,55484.904160000006
149,,,2019,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1020.2433157
150,,,2019,全社会用电量:第三产业:当月值（年度）,亿千瓦时,7156.746673999999
151,,,2019,全社会用电量:第二产业:当月值（年度）,亿千瓦时,40032.258250000006
152,,,2019,全部土地:全市:成交面积:当月值（年度）,万平方米,200950.02
153,,,2019,公路客运量:当月值（年度）,万人,1890382.0
154,,,2019,公路货运量:当月值（年度）,万吨,3545243.0
155,,,2019,出口数量:微型电脑:当月值（年度）,万台,826.0
156,,,2019,制造业PMI:产成品库存（年度）,%,47.35
157,,,2019,制造业PMI:原材料库存（年度）,%,47.89166666666666
158,,,2019,制造业PMI:新出口订单（年度）,%,47.93333333333333
159,,,2019,制造业PMI:进口（年度）,%,47.525000000000006
160,,,2019,发电量:火电:当月值（年度）,亿千瓦小时,75408.3416
161,,,2019,商品房待售面积:累计值（年度）,万平方米,735220.0
162,,,2019,固定资产投资完成额:当月值（年度）,亿元,517112.5871
163,,,2019,存管证券只数（年度）,只,8544.0
164,,,2019,存管证券已上市流通市值（年度）,亿元,487494.09
165,,,2019,存管证券面值（年度）,亿元,87436.95
166,,,2019,工业增加值:当月同比（年度）,%,6.091610200000001
167,14,采矿业,2019,工业增加值:采矿业:当月同比（年度）,%,2.37
168,,,2019,平均汇率:中间价:美元兑人民币（年度）,,6.227216666666667
169,,,2019,房地产开发投资完成额:当月值（年度）,亿元,87192.4879
170,,,2019,月均国际现货价格:航空煤油（年度）,美元/桶,66.68379166666664
171,,,2019,汽车产量:乘用车:当月值（年度）,万辆,2104.34
172,,,2019,汽车经销商库存系数:自主品牌（年度）,,1.24
173,,,2019,汽车销量:乘用车:当月值（年度）,万辆,2110.8700000000003
174,,,2019,沪深合计:融资融券余额（年度）,亿元,11804.74427
175,,,2019,生产资料价格指数:原煤:定基数（年度）,2000=100,104.15500000000002
176,,,2019,监管进出境总数:火车:当月值（年度）,节,1315683.0
177,,,2019,进口数量:原油:当月值（年度）,万吨,33549.0
178,,,2019,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,40836.0
179,,,2019,重点发电企业耗煤:全国:当月值（年度）,万吨,113425.0
180,,,2019,铁路客运量:当月值（年度）,万人,253436.8455
181,,,2019,铁路货运量:当月值（年度）,万吨,335833.3596000001
182,,,2019,销量:煤炭:当月值（年度）,万吨,319000.0
183,,,2018,CPI:当月同比（年度）,%,1.9916666666666665
184,,,2018,CPI:消费品:当月同比（年度）,%,1.775
185,,,2018,TFT液晶面板:大尺寸:出货量:平板电脑:当月值（年度）,百万片,90.5
186,,,2018,一级市场债券净融资量:合计（年度）,亿元,5055.0004689975
187,,,2018,个人住房公积金贷款利率:5年以上（年度）,%,4.458333333333333
188,,,2018,中长期贷款利率:5年以上（年度）,%,6.483333333333332
189,,,2018,产量:原煤:当月值（年度）,万吨,325500.0
190,,,2018,信托产品:投资领域平均收益:房地产（年度）,%,9.738333333333337
191,,,2018,全社会用电量:工业用电:当月值（年度）,亿千瓦时,39916.7341
192,,,2018,全社会用电量:当月值（年度）,亿千瓦时,55223.62359999999
193,,,2018,全社会用电量:第一产业:当月值（年度）,亿千瓦时,994.4432
194,,,2018,全社会用电量:第三产业:当月值（年度）,亿千瓦时,6662.4242
195,,,2018,全社会用电量:第二产业:当月值（年度）,亿千瓦时,40637.3095
196,,,2018,全部土地:全市:成交面积:当月值（年度）,万平方米,58809.46000000001
197,,,2018,公路客运量:当月值（年度）,万人,1905302.0
198,,,2018,公路货运量:当月值（年度）,万吨,3341556.0
199,,,2018,出口数量:微型电脑:当月值（年度）,万台,972.0
200,,,2018,制造业PMI:产成品库存（年度）,%,47.50833333333333
201,,,2018,制造业PMI:原材料库存（年度）,%,48.09166666666667
202,,,2018,制造业PMI:新出口订单（年度）,%,49.55833333333334
203,,,2018,制造业PMI:进口（年度）,%,48.28333333333334
204,,,2018,发电量:火电:当月值（年度）,亿千瓦小时,76468.26000000001
205,,,2018,商品房待售面积:累计值（年度）,万平方米,612783.0
206,,,2018,固定资产投资完成额:当月值（年度）,亿元,471721.8715
207,,,2018,存管证券只数（年度）,只,6339.0
208,,,2018,存管证券已上市流通市值（年度）,亿元,357738.73
209,,,2018,存管证券面值（年度）,亿元,65918.19
210,,,2018,工业增加值:当月同比（年度）,%,8.295035274641668
211,14,采矿业,2018,工业增加值:采矿业:当月同比（年度）,%,4.5
212,,,2018,平均汇率:中间价:美元兑人民币（年度）,,6.142408333333333
213,,,2018,房地产开发投资完成额:当月值（年度）,亿元,87079.6311
214,,,2018,月均国际现货价格:航空煤油（年度）,美元/桶,114.42870833333336
215,,,2018,汽车产量:乘用车:当月值（年度）,万辆,1992.56
216,,,2018,汽车经销商库存系数:自主品牌（年度）,,1.81
217,,,2018,汽车销量:乘用车:当月值（年度）,万辆,1970.01
218,,,2018,沪深合计:融资融券余额（年度）,亿元,9567.649227
219,,,2018,生产资料价格指数:原煤:定基数（年度）,2000=100,125.0175
220,,,2018,监管进出境总数:火车:当月值（年度）,节,1540255.0
221,,,2018,进口数量:原油:当月值（年度）,万吨,30836.2
222,,,2018,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,58324.0
223,,,2018,重点发电企业耗煤:全国:当月值（年度）,万吨,124359.0
224,,,2018,铁路客运量:当月值（年度）,万人,235704.4024
225,,,2018,铁路货运量:当月值（年度）,万吨,381263.79670000006
226,,,2018,销量:煤炭:当月值（年度）,万吨,311636.0
227,,,2017,CPI:当月同比（年度）,%,2.6333333333333333
228,,,2017,CPI:消费品:当月同比（年度）,%,2.5166666666666666
229,,,2017,TFT液晶面板:大尺寸:出货量:平板电脑:当月值（年度）,百万片,35.9
230,,,2017,一级市场债券净融资量:合计（年度）,亿元,3126.351007
231,,,2017,个人住房公积金贷款利率:5年以上（年度）,%,4.5
232,,,2017,中长期贷款利率:5年以上（年度）,%,6.55
233,,,2017,产量:原煤:当月值（年度）,万吨,331500.0
234,,,2017,信托产品:投资领域平均收益:房地产（年度）,%,9.513333333333334
235,,,2017,全社会用电量:工业用电:当月值（年度）,亿千瓦时,38507.5615
236,,,2017,全社会用电量:当月值（年度）,亿千瓦时,53225.707
237,,,2017,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1010.3077
238,,,2017,全社会用电量:第三产业:当月值（年度）,亿千瓦时,6259.6001
239,,,2017,全社会用电量:第二产业:当月值（年度）,亿千瓦时,39180.5088
240,,,2017,公路客运量:当月值（年度）,万人,3746820.0
241,,,2017,公路货运量:当月值（年度）,万吨,3561627.0
242,,,2017,出口数量:微型电脑:当月值（年度）,万台,1006.0
243,,,2017,制造业PMI:产成品库存（年度）,%,47.55833333333333
244,,,2017,制造业PMI:原材料库存（年度）,%,48.14166666666667
245,,,2017,制造业PMI:新出口订单（年度）,%,49.425
246,,,2017,制造业PMI:进口（年度）,%,49.275
247,,,2017,发电量:火电:当月值（年度）,亿千瓦小时,83555.78099999999
248,,,2017,商品房待售面积:累计值（年度）,万平方米,488315.0
249,,,2017,固定资产投资完成额:当月值（年度）,亿元,410851.7775
250,,,2017,存管证券只数（年度）,只,5071.0
251,,,2017,存管证券已上市流通市值（年度）,亿元,228900.76
252,,,2017,存管证券面值（年度）,亿元,56286.92
253,,,2017,工业增加值:当月同比（年度）,%,9.709026487741664
254,14,采矿业,2017,工业增加值:采矿业:当月同比（年度）,%,5.328571428571429
255,,,2017,平均汇率:中间价:美元兑人民币（年度）,,6.195641666666667
256,,,2017,房地产开发投资完成额:当月值（年度）,亿元,79343.6791
257,,,2017,月均国际现货价格:航空煤油（年度）,美元/桶,124.84795833333332
258,,,2017,汽车产量:乘用车:当月值（年度）,万辆,1808.4649
259,,,2017,汽车销量:乘用车:当月值（年度）,万辆,1792.7991
260,,,2017,沪深合计:融资融券余额（年度）,亿元,3378.899761
261,,,2017,生产资料价格指数:原煤:定基数（年度）,2000=100,140.195
262,,,2017,监管进出境总数:火车:当月值（年度）,节,1763572.0
263,,,2017,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,65444.0
264,,,2017,重点发电企业耗煤:全国:当月值（年度）,万吨,134301.0
265,,,2017,铁路客运量:当月值（年度）,万人,210185.3815
266,,,2017,铁路货运量:当月值（年度）,万吨,396696.4529
267,,,2017,销量:煤炭:当月值（年度）,万吨,318450.0
268,,,2016,CPI:当月同比（年度）,%,2.643333333333333
269,,,2016,CPI:消费品:当月同比（年度）,%,2.930294688
270,,,2016,一级市场债券净融资量:合计（年度）,亿元,3209.187613369167
271,,,2016,个人住房公积金贷款利率:5年以上（年度）,%,4.683333333333333
272,,,2016,中长期贷款利率:5年以上（年度）,%,6.779166666666666
273,,,2016,产量:原煤:当月值（年度）,万吨,348980.0
274,,,2016,信托产品:投资领域平均收益:房地产（年度）,%,10.14
275,,,2016,全社会用电量:工业用电:当月值（年度）,亿千瓦时,36085.9954
276,,,2016,全社会用电量:当月值（年度）,亿千瓦时,49618.8109
277,,,2016,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1000.5329
278,,,2016,全社会用电量:第三产业:当月值（年度）,亿千瓦时,5688.3545
279,,,2016,全社会用电量:第二产业:当月值（年度）,亿千瓦时,36696.5149
280,,,2016,公路客运量:当月值（年度）,万人,3543046.0
281,,,2016,公路货运量:当月值（年度）,万吨,3219580.0
282,,,2016,出口数量:微型电脑:当月值（年度）,万台,906.0
283,,,2016,制造业PMI:产成品库存（年度）,%,49.475
284,,,2016,制造业PMI:原材料库存（年度）,%,47.74166666666667
285,,,2016,制造业PMI:新出口订单（年度）,%,49.29166666666666
286,,,2016,制造业PMI:进口（年度）,%,48.325
287,,,2016,发电量:火电:当月值（年度）,亿千瓦小时,74995.0
288,,,2016,商品房待售面积:累计值（年度）,万平方米,352473.0
289,,,2016,固定资产投资完成额:当月值（年度）,亿元,343646.2419
290,,,2016,存管证券只数（年度）,只,4094.0
291,,,2016,存管证券已上市流通市值（年度）,亿元,198828.93
292,,,2016,存管证券面值（年度）,亿元,46926.58
293,,,2016,工业增加值:当月同比（年度）,%,10.139061784091666
294,,,2016,平均汇率:中间价:美元兑人民币（年度）,,6.312383333333333
295,,,2016,房地产开发投资完成额:当月值（年度）,亿元,66372.3278
296,,,2016,月均国际现货价格:航空煤油（年度）,美元/桶,128.41529166666666
297,,,2016,汽车产量:乘用车:当月值（年度）,万辆,1552.4422
298,,,2016,汽车销量:乘用车:当月值（年度）,万辆,1549.3569
299,,,2016,沪深合计:融资融券余额（年度）,亿元,822.8761071
300,,,2016,生产资料价格指数:原煤:定基数（年度）,2000=100,164.772
301,,,2016,监管进出境总数:火车:当月值（年度）,节,1624746.0
302,,,2016,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,57770.365188
303,,,2016,重点发电企业耗煤:全国:当月值（年度）,万吨,130822.0
304,,,2016,铁路客运量:当月值（年度）,万人,191553.854
305,,,2016,铁路货运量:当月值（年度）,万吨,389841.0506
306,,,2016,销量:煤炭:当月值（年度）,万吨,334900.0
307,,,2015,CPI:当月同比（年度）,%,5.408333333333334
308,,,2015,CPI:消费品:当月同比（年度）,%,6.212761035833334
309,,,2015,一级市场债券净融资量:合计（年度）,亿元,1449.898936
310,,,2015,个人住房公积金贷款利率:5年以上（年度）,%,4.733333333333333
311,,,2015,中长期贷款利率:5年以上（年度）,%,6.858333333333333
312,,,2015,产量:原煤:当月值（年度）,万吨,337664.57
313,,,2015,信托产品:投资领域平均收益:房地产（年度）,%,9.990833333333336
314,,,2015,全社会用电量:工业用电:当月值（年度）,亿千瓦时,34652.0905
315,,,2015,全社会用电量:当月值（年度）,亿千瓦时,46941.1096
316,,,2015,全社会用电量:第一产业:当月值（年度）,亿千瓦时,1012.4897
317,,,2015,全社会用电量:第三产业:当月值（年度）,亿千瓦时,5092.2598
318,,,2015,全社会用电量:第二产业:当月值（年度）,亿千瓦时,35221.4314
319,,,2015,公路客运量:当月值（年度）,万人,3278516.0
320,,,2015,公路货运量:当月值（年度）,万吨,2813399.0
321,,,2015,出口数量:微型电脑:当月值（年度）,万台,974.0
322,,,2015,制造业PMI:产成品库存（年度）,%,49.95
323,,,2015,制造业PMI:原材料库存（年度）,%,49.333333333333336
324,,,2015,制造业PMI:新出口订单（年度）,%,49.95000000000001
325,,,2015,制造业PMI:进口（年度）,%,50.083333333333336
326,,,2015,发电量:火电:当月值（年度）,亿千瓦小时,75458.59575000001
327,,,2015,商品房待售面积:累计值（年度）,万平方米,27194.0
328,,,2015,固定资产投资完成额:当月值（年度）,亿元,284488.6898
329,,,2015,存管证券只数（年度）,只,3304.0
330,,,2015,存管证券已上市流通市值（年度）,亿元,177053.01
331,,,2015,存管证券面值（年度）,亿元,40353.6
332,,,2015,工业增加值:当月同比（年度）,%,13.745454545454548
333,,,2015,平均汇率:中间价:美元兑人民币（年度）,,6.461416666666668
334,,,2015,房地产开发投资完成额:当月值（年度）,亿元,57489.4056
335,,,2015,月均国际现货价格:航空煤油（年度）,美元/桶,126.45466666666664
336,,,2015,汽车产量:乘用车:当月值（年度）,万辆,1451.2673
337,,,2015,汽车销量:乘用车:当月值（年度）,万辆,1449.8020000000004
338,,,2015,沪深合计:融资融券余额（年度）,亿元,380.0470177
339,,,2015,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,36644.0
340,,,2015,重点发电企业耗煤:全国:当月值（年度）,万吨,136520.0
341,,,2015,铁路客运量:当月值（年度）,万人,185933.305
342,,,2015,铁路货运量:当月值（年度）,万吨,388020.5614
343,,,2015,销量:煤炭:当月值（年度）,万吨,321160.0
344,,,2014,CPI:当月同比（年度）,%,3.3241666666666667
345,,,2014,CPI:消费品:当月同比（年度）,%,3.73800589
346,,,2014,一级市场债券净融资量:合计（年度）,亿元,2139.197414495833
347,,,2014,个人住房公积金贷款利率:5年以上（年度）,%,3.9358333333333326
348,,,2014,中长期贷款利率:5年以上（年度）,%,6.011666666666666
349,,,2014,产量:原煤:当月值（年度）,万吨,308919.15
350,,,2014,信托产品:投资领域平均收益:房地产（年度）,%,8.825
351,,,2014,全社会用电量:工业用电:当月值（年度）,亿千瓦时,30986.0404
352,,,2014,全社会用电量:当月值（年度）,亿千瓦时,42024.7455
353,,,2014,全社会用电量:第一产业:当月值（年度）,亿千瓦时,976.7563
354,,,2014,全社会用电量:第三产业:当月值（年度）,亿千瓦时,4479.9221
355,,,2014,全社会用电量:第二产业:当月值（年度）,亿千瓦时,31469.573
356,,,2014,公路客运量:当月值（年度）,万人,3062627.0
357,,,2014,公路货运量:当月值（年度）,万吨,2425267.0
358,,,2014,出口数量:微型电脑:当月值（年度）,万台,1045.0
359,,,2014,制造业PMI:产成品库存（年度）,%,47.84166666666666
360,,,2014,制造业PMI:原材料库存（年度）,%,49.75000000000001
361,,,2014,制造业PMI:新出口订单（年度）,%,52.78333333333333
362,,,2014,制造业PMI:进口（年度）,%,51.25
363,,,2014,发电量:火电:当月值（年度）,亿千瓦小时,65917.50437000001
364,,,2014,固定资产投资完成额:当月值（年度）,亿元,228400.9032
365,,,2014,存管证券只数（年度）,只,2776.0
366,,,2014,存管证券已上市流通市值（年度）,亿元,206709.02
367,,,2014,存管证券面值（年度）,亿元,35206.24
368,,,2014,工业增加值:当月同比（年度）,%,14.490909090909092
369,,,2014,平均汇率:中间价:美元兑人民币（年度）,,6.770425
370,,,2014,房地产开发投资完成额:当月值（年度）,亿元,45123.428100000005
371,,,2014,月均国际现货价格:航空煤油（年度）,美元/桶,91.27520833333334
372,,,2014,汽车产量:乘用车:当月值（年度）,万辆,1388.6703000000002
373,,,2014,汽车销量:乘用车:当月值（年度）,万辆,1374.8883999999998
374,,,2014,沪深合计:融资融券余额（年度）,亿元,111.7179898
375,,,2014,进口数量:煤及褐煤(煤炭):当月值（年度）,万吨,33248.0
376,,,2014,重点发电企业耗煤:全国:当月值（年度）,万吨,69998.0
377,,,2014,铁路客运量:当月值（年度）,万人,167290.5209
378,,,2014,铁路货运量:当月值（年度）,万吨,364991.7178
379,,,2014,销量:煤炭:当月值（年度）,万吨,264110.0
380,,,2013,CPI:当月同比（年度）,%,-0.685833333
381,,,2013,CPI:消费品:当月同比（年度）,%,-0.555442797
382,,,2013,一级市场债券净融资量:合计（年度）,亿元,1993.4464563233328
383,,,2013,个人住房公积金贷款利率:5年以上（年度）,%,3.869999999999999
384,,,2013,中长期贷款利率:5年以上（年度）,%,5.94
385,,,2013,产量:原煤:当月值（年度）,万吨,298399.34
386,,,2013,信托产品:投资领域平均收益:房地产（年度）,%,8.156666666666666
387,,,2013,全社会用电量:工业用电:当月值（年度）,亿千瓦时,14774.631
388,,,2013,全社会用电量:当月值（年度）,亿千瓦时,20128.5803
389,,,2013,全社会用电量:第一产业:当月值（年度）,亿千瓦时,513.2816
390,,,2013,全社会用电量:第三产业:当月值（年度）,亿千瓦时,2157.5727
391,,,2013,全社会用电量:第二产业:当月值（年度）,亿千瓦时,14984.9435
392,,,2013,公路客运量:当月值（年度）,万人,2649911.0
393,,,2013,公路货运量:当月值（年度）,万吨,2065203.0
394,,,2013,出口数量:微型电脑:当月值（年度）,万台,702.0
395,,,2013,制造业PMI:产成品库存（年度）,%,45.65833333333334
396,,,2013,制造业PMI:原材料库存（年度）,%,47.833333333333336
397,,,2013,制造业PMI:新出口订单（年度）,%,49.45
