id,industryId,industry,targetName,targetUnit,value,createTime,updateTime,year
63,19,半导体业,半导体业-中央国有企业企业数量,,12,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
64,9,批发和零售业,批发和零售业-中央国有企业企业数量,,19,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
65,13,电力、热力、燃气及水生产和供应业,电力、热力、燃气及水生产和供应业-地方国有企业企业数量,,81,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
66,12,汽车制造业,汽车制造业-地方国有企业企业数量,,31,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
67,4,房地产业,房地产业-中央国有企业企业数量,,27,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
68,3,信息传输、软件和信息技术服务业,信息传输、软件和信息技术服务业-中央国有企业企业数量,,31,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
69,9,批发和零售业,批发和零售业-民营企业企业数量,,152,12/9/2025 10:26:17,12/9/2025 10:26:17,2022
70,26,金属制品业,金属制品业-地方国有企业企业数量,,8,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
71,13,电力、热力、燃气及水生产和供应业,电力、热力、燃气及水生产和供应业-民营企业企业数量,,56,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
72,4,房地产业,房地产业-外资企业企业数量,,42,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
73,6,消费电子及电气业,消费电子及电气业-地方国有企业企业数量,,36,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
74,10,食品饮料业,食品饮料业-民营企业企业数量,,161,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
75,8,商业电气机械和器材制造业,商业电气机械和器材制造业-地方国有企业企业数量,,30,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
76,26,金属制品业,金属制品业-民营企业企业数量,,94,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
77,20,租赁和商务服务业,租赁和商务服务业-民营企业企业数量,,82,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
78,20,租赁和商务服务业,租赁和商务服务业-地方国有企业企业数量,,18,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
79,45,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业-中央国有企业企业数量,,6,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
80,29,金属冶炼和压延加工业,金属冶炼和压延加工业-地方国有企业企业数量,,36,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
81,21,通信传输设备业,通信传输设备业-民营企业企业数量,,83,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
82,16,建筑业,建筑业-中央国有企业企业数量,,25,12/9/2025 10:26:18,12/9/2025 10:26:18,2022
83,30,科学研究和技术服务业,科学研究和技术服务业-地方国有企业企业数量,,22,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
84,21,通信传输设备业,通信传输设备业-地方国有企业企业数量,,11,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
85,17,交通运输、仓储和邮政业,交通运输、仓储和邮政业-地方国有企业企业数量,,76,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
86,16,建筑业,建筑业-地方国有企业企业数量,,37,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
87,17,交通运输、仓储和邮政业,交通运输、仓储和邮政业-中央国有企业企业数量,,39,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
88,1,医药制造业,医药制造业-民营企业企业数量,,346,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
89,33,文化、体育和娱乐业,文化、体育和娱乐业-地方国有企业企业数量,,33,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
90,5,专用设备制造业,专用设备制造业-地方国有企业企业数量,,46,12/9/2025 10:26:19,12/9/2025 10:26:19,2022
91,3,信息传输、软件和信息技术服务业,信息传输、软件和信息技术服务业-地方国有企业企业数量,,49,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
92,7,金融业,金融业-中央国有企业企业数量,,64,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
93,3,信息传输、软件和信息技术服务业,信息传输、软件和信息技术服务业-外资企业企业数量,,27,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
94,43,化学纤维制造业,化学纤维制造业-民营企业企业数量,,21,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
95,5,专用设备制造业,专用设备制造业-中央国有企业企业数量,,28,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
96,8,商业电气机械和器材制造业,商业电气机械和器材制造业-中央国有企业企业数量,,18,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
97,22,非金属矿物制品业,非金属矿物制品业-地方国有企业企业数量,,20,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
98,18,通用设备制造业,通用设备制造业-地方国有企业企业数量,,36,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
99,13,电力、热力、燃气及水生产和供应业,电力、热力、燃气及水生产和供应业-外资企业企业数量,,5,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
100,2,化学原料和化学制品制造业,化学原料和化学制品制造业-民营企业企业数量,,263,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
101,18,通用设备制造业,通用设备制造业-中央国有企业企业数量,,9,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
102,8,商业电气机械和器材制造业,商业电气机械和器材制造业-国有企业（其他）企业数量,,2,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
103,43,化学纤维制造业,化学纤维制造业-地方国有企业企业数量,,8,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
104,2,化学原料和化学制品制造业,化学原料和化学制品制造业-地方国有企业企业数量,,62,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
105,1,医药制造业,医药制造业-中央国有企业企业数量,,16,12/9/2025 10:26:20,12/9/2025 10:26:20,2022
106,14,采矿业,采矿业-民营企业企业数量,,69,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
107,37,住宿和餐饮业,住宿和餐饮业-地方国有企业企业数量,,7,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
108,28,水利、环境和公共设施管理业,水利、环境和公共设施管理业-地方国有企业企业数量,,24,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
109,15,纺织鞋服业,纺织鞋服业-民营企业企业数量,,135,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
110,36,造纸和纸制品业,造纸和纸制品业-地方国有企业企业数量,,7,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
111,10,食品饮料业,食品饮料业-地方国有企业企业数量,,49,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
112,35,卫生和社会工作,卫生和社会工作-地方国有企业企业数量,,1,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
113,35,卫生和社会工作,卫生和社会工作-民营企业企业数量,,23,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
114,37,住宿和餐饮业,住宿和餐饮业-外资企业企业数量,,9,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
115,17,交通运输、仓储和邮政业,交通运输、仓储和邮政业-民营企业企业数量,,56,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
116,31,教育,教育-民营企业企业数量,,55,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
117,24,综合,综合-地方国有企业企业数量,,6,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
118,8,商业电气机械和器材制造业,商业电气机械和器材制造业-民营企业企业数量,,258,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
119,13,电力、热力、燃气及水生产和供应业,电力、热力、燃气及水生产和供应业-中央国有企业企业数量,,44,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
120,1,医药制造业,医药制造业-地方国有企业企业数量,,49,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
121,12,汽车制造业,汽车制造业-中央国有企业企业数量,,17,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
122,14,采矿业,采矿业-地方国有企业企业数量,,39,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
123,2,化学原料和化学制品制造业,化学原料和化学制品制造业-中央国有企业企业数量,,21,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
124,12,汽车制造业,汽车制造业-民营企业企业数量,,161,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
125,7,金融业,金融业-地方国有企业企业数量,,105,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
126,5,专用设备制造业,专用设备制造业-外资企业企业数量,,27,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
127,5,专用设备制造业,专用设备制造业-民营企业企业数量,,340,12/9/2025 10:26:21,12/9/2025 10:26:21,2022
128,34,农、林、牧、渔业,农、林、牧、渔业-民营企业企业数量,,30,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
129,29,金属冶炼和压延加工业,金属冶炼和压延加工业-民营企业企业数量,,78,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
130,23,橡胶和塑料制品业,橡胶和塑料制品业-地方国有企业企业数量,,10,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
131,29,金属冶炼和压延加工业,金属冶炼和压延加工业-中央国有企业企业数量,,27,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
132,23,橡胶和塑料制品业,橡胶和塑料制品业-中央国有企业企业数量,,2,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
133,45,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业-民营企业企业数量,,10,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
134,23,橡胶和塑料制品业,橡胶和塑料制品业-民营企业企业数量,,87,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
135,38,家具制造业,家具制造业-中央国有企业企业数量,,1,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
136,19,半导体业,半导体业-民营企业企业数量,,111,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
137,18,通用设备制造业,通用设备制造业-民营企业企业数量,,154,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
138,33,文化、体育和娱乐业,文化、体育和娱乐业-民营企业企业数量,,46,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
139,39,印刷和记录媒介复制业,印刷和记录媒介复制业-民营企业企业数量,,24,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
140,27,铁路、船舶、航空航天和其他运输设备制造业,铁路、船舶、航空航天和其他运输设备制造业-民营企业企业数量,,51,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
141,30,科学研究和技术服务业,科学研究和技术服务业-民营企业企业数量,,82,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
142,34,农、林、牧、渔业,农、林、牧、渔业-地方国有企业企业数量,,13,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
143,20,租赁和商务服务业,租赁和商务服务业-中央国有企业企业数量,,6,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
144,14,采矿业,采矿业-中央国有企业企业数量,,28,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
145,26,金属制品业,金属制品业-中央国有企业企业数量,,5,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
146,22,非金属矿物制品业,非金属矿物制品业-中央国有企业企业数量,,16,12/9/2025 10:26:22,12/9/2025 10:26:22,2022
147,1,医药制造业,医药制造业-国有企业（院所）企业数量,,2,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
148,34,农、林、牧、渔业,农、林、牧、渔业-中央国有企业企业数量,,5,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
149,10,食品饮料业,食品饮料业-中央国有企业企业数量,,14,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
150,46,废弃资源综合利用业,废弃资源综合利用业-地方国有企业企业数量,,4,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
151,39,印刷和记录媒介复制业,印刷和记录媒介复制业-外资企业企业数量,,8,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
152,36,造纸和纸制品业,造纸和纸制品业-中央国有企业企业数量,,3,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
153,18,通用设备制造业,通用设备制造业-外资企业企业数量,,10,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
154,46,废弃资源综合利用业,废弃资源综合利用业-民营企业企业数量,,19,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
155,19,半导体业,半导体业-地方国有企业企业数量,,16,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
156,15,纺织鞋服业,纺织鞋服业-地方国有企业企业数量,,12,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
157,10,食品饮料业,食品饮料业-集体企业企业数量,,1,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
158,10,食品饮料业,食品饮料业-外资企业企业数量,,20,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
159,47,木材加工和木、竹、藤、棕、草制品业,木材加工和木、竹、藤、棕、草制品业-民营企业企业数量,,8,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
160,4,房地产业,房地产业-集体企业企业数量,,1,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
161,1,医药制造业,医药制造业-外资企业企业数量,,29,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
162,43,化学纤维制造业,化学纤维制造业-集体企业企业数量,,1,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
163,21,通信传输设备业,通信传输设备业-国有企业（院所）企业数量,,2,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
164,22,非金属矿物制品业,非金属矿物制品业-国有企业（院所）企业数量,,1,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
165,36,造纸和纸制品业,造纸和纸制品业-民营企业企业数量,,34,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
166,38,家具制造业,家具制造业-民营企业企业数量,,40,12/9/2025 10:26:23,12/9/2025 10:26:23,2022
167,32,仪器仪表制造业,仪器仪表制造业-民营企业企业数量,,80,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
168,9,批发和零售业,批发和零售业-外资企业企业数量,,30,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
169,9,批发和零售业,批发和零售业-中外合资经营企业企业数量,,2,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
170,24,综合,综合-外资企业企业数量,,6,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
171,41,文教、工美、体育和娱乐用品制造业,文教、工美、体育和娱乐用品制造业-外资企业企业数量,,2,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
172,23,橡胶和塑料制品业,橡胶和塑料制品业-集体企业企业数量,,1,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
173,25,其他制造业,其他制造业-中央国有企业企业数量,,6,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
174,20,租赁和商务服务业,租赁和商务服务业-外资企业企业数量,,3,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
175,6,消费电子及电气业,消费电子及电气业-外资企业企业数量,,30,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
176,19,半导体业,半导体业-国有企业（院所）企业数量,,2,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
177,28,水利、环境和公共设施管理业,水利、环境和公共设施管理业-中央国有企业企业数量,,8,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
178,34,农、林、牧、渔业,农、林、牧、渔业-集体企业企业数量,,1,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
179,26,金属制品业,金属制品业-外资企业企业数量,,6,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
180,22,非金属矿物制品业,非金属矿物制品业-外资企业企业数量,,7,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
181,25,其他制造业,其他制造业-民营企业企业数量,,38,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
182,30,科学研究和技术服务业,科学研究和技术服务业-中央国有企业企业数量,,14,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
183,32,仪器仪表制造业,仪器仪表制造业-地方国有企业企业数量,,3,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
184,18,通用设备制造业,通用设备制造业-中外合资经营企业企业数量,,2,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
185,6,消费电子及电气业,消费电子及电气业-国有企业（院所）企业数量,,2,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
186,8,商业电气机械和器材制造业,商业电气机械和器材制造业-外资企业企业数量,,10,12/9/2025 10:26:24,12/9/2025 10:26:24,2022
187,3,信息传输、软件和信息技术服务业,信息传输、软件和信息技术服务业-国有企业（院所）企业数量,,8,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
188,1,医药制造业,医药制造业-中外合资经营企业企业数量,,7,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
189,2,化学原料和化学制品制造业,化学原料和化学制品制造业-国有企业（院所）企业数量,,2,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
190,21,通信传输设备业,通信传输设备业-中央国有企业企业数量,,18,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
191,15,纺织鞋服业,纺织鞋服业-外资企业企业数量,,25,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
192,6,消费电子及电气业,消费电子及电气业-中外合资经营企业企业数量,,3,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
193,32,仪器仪表制造业,仪器仪表制造业-国有企业（院所）企业数量,,1,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
194,12,汽车制造业,汽车制造业-外资企业企业数量,,17,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
195,19,半导体业,半导体业-外资企业企业数量,,20,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
196,3,信息传输、软件和信息技术服务业,信息传输、软件和信息技术服务业-中外合资经营企业企业数量,,9,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
197,28,水利、环境和公共设施管理业,水利、环境和公共设施管理业-外资企业企业数量,,1,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
198,9,批发和零售业,批发和零售业-集体企业企业数量,,4,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
199,36,造纸和纸制品业,造纸和纸制品业-外资企业企业数量,,7,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
200,31,教育,教育-地方国有企业企业数量,,2,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
201,12,汽车制造业,汽车制造业-中外合资经营企业企业数量,,4,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
202,24,综合,综合-中央国有企业企业数量,,1,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
203,41,文教、工美、体育和娱乐用品制造业,文教、工美、体育和娱乐用品制造业-地方国有企业企业数量,,4,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
204,45,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业-地方国有企业企业数量,,5,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
205,16,建筑业,建筑业-中外合资经营企业企业数量,,1,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
206,16,建筑业,建筑业-外资企业企业数量,,10,12/9/2025 10:26:25,12/9/2025 10:26:25,2022
207,23,橡胶和塑料制品业,橡胶和塑料制品业-外资企业企业数量,,6,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
208,9,批发和零售业,批发和零售业-国有企业（院所）企业数量,,1,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
209,30,科学研究和技术服务业,科学研究和技术服务业-外资企业企业数量,,6,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
210,19,半导体业,半导体业-中外合资经营企业企业数量,,9,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
211,7,金融业,金融业-中外合资经营企业企业数量,,5,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
212,25,其他制造业,其他制造业-中外合资经营企业企业数量,,1,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
213,2,化学原料和化学制品制造业,化学原料和化学制品制造业-集体企业企业数量,,1,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
214,37,住宿和餐饮业,住宿和餐饮业-中央国有企业企业数量,,1,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
215,19,半导体业,半导体业-国有企业（其他）企业数量,,2,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
216,31,教育,教育-外资企业企业数量,,1,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
217,15,纺织鞋服业,纺织鞋服业-中央国有企业企业数量,,3,12/9/2025 10:26:26,12/9/2025 10:26:26,2022
