id,year,bmCode,companyType,bmCompanyName,completedDate,listingDate,delistingDate,industryId,secondIndustryId,firstClassificationId,secondClassificationId,secondClassification,firstClassification,secondIndustry,industry,province,city,area,exchange,plate,ownership,multipleList,isResult,country,isDelete,companyStatusType,createTime,updateTime
110,2022,418,国外,碧达科建筑设计发展公司,,,,,,0,0,,,软件和信息技术服务,信息传输、软件和信息技术服务业,California,Singapore,,XETRA,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
113,2022,420,国外,比车迈城市发展股份公司,,,,,,0,0,,,纺织鞋服业,纺织鞋服业,,Tokyo,,TSE,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
115,2022,422,国外,招能瀚财富管理公司,,,,,,0,0,,,化肥,化学原料和化学制品制造业,California,Singapore,,ASX,NASDAQ Global Select,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
116,2022,423,国外,众泽远玻璃科技公司,,,,,,0,0,,,制药,医药制造业,Zurich,Singapore,,ASX,Main Board,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
118,2022,426,国外,星盈澜传媒公司,,,,,,0,0,,,有色金属开采业,采矿业,Bavaria,Frankfurt,,XETRA,Main Board,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
120,2022,429,国外,远泽锦批发科技公司,,,,,,0,0,,,陆路交通运输业,交通运输、仓储和邮政业,California,Sydney,,XETRA,Standard,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
121,2022,200429,国外,招晋景数据服务有限公司,,,,,,0,0,,,交通运输,,,,,LSE,Standard,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
122,2022,430,国外,碧锦润集成电路集团公司,,,,,,0,0,,,多元金融,金融业,Zurich,Tokyo,,XETRA,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
123,2022,488,国外,凯园盛玻璃科技公司,,,,,,0,0,,,造纸和纸制品业,造纸和纸制品业,Bavaria,Toronto,,NYSE,Growth,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
125,2022,498,国外,长泽远集成电路科技公司,,,,,,0,0,,,土木工程,建筑业,Bavaria,Tokyo,,,Growth,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
129,2022,504,国外,启业昌传媒发展公司,,,,,,0,0,,,医药研发服务,科学研究和技术服务业,Ontario,Frankfurt,,NASDAQ,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
130,2022,505,国外,凯桥景实业集团公司,,,,,,0,0,,,金属制品业,金属制品业,England,Tokyo,,TSX,Standard,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
131,2022,200505,国外,长锦拓生物科技集团公司,,,,,,0,0,,,房地产,,California,,,ASX,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
132,2022,506,国外,润盈拓生物科技科技公司,,,,,,0,0,,,食品业,食品饮料业,New South Wales,Frankfurt,,ASX,NASDAQ Global Select,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
133,2022,507,国外,冀泽创医药集团公司,,,,,,0,0,,,水路交通运输业,交通运输、仓储和邮政业,England,Sydney,,TSX,Main Board,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
134,2022,509,国外,众城置水电发展公司,,,,,,0,0,,,化肥,化学原料和化学制品制造业,New South Wales,New York,,,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
137,2022,513,国外,高源盛传媒股份公司,,,,,,0,0,,,制药,医药制造业,Bavaria,Singapore,,NYSE,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
138,2022,200513,国外,物电昌置业股份公司,,,,,,0,0,,,医药生物,,California,New York,,LSE,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
140,2022,515,国外,启城智批发科技公司,,,,,,0,0,,,半导体业,半导体业,Bavaria,,,TSX,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
143,2022,518,国外,冀桥昌城市发展有限公司,,,,,,0,0,,,纺织鞋服业,纺织鞋服业,California,London,,NASDAQ,Prime,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
145,2022,520,国外,华禾科零售股份公司,,,,,,0,0,,,餐饮业,住宿和餐饮业,Tokyo,London,,ASX,Main Board,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
153,2022,527,国外,众芯拓医药集团公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,England,Singapore,,ASX,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
154,2022,528,国外,润课泰零售控股公司,,,,,,0,0,,,纺织鞋服业,纺织鞋服业,Zurich,London,,,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
155,2022,529,国外,润锦迈新能源汽车集团公司,,,,,,0,0,,,食品业,食品饮料业,Zurich,New York,,LSE,Prime,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
157,2022,200530,国外,绿会昌能源公司,,,,,,0,0,,,机械设备,,England,London,,NASDAQ,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
161,2022,534,国外,润尹泽电子股份公司,,,,,,0,0,,,生物科技,医药制造业,,Frankfurt,,,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
162,2022,536,国外,盛电盛生物科技发展公司,,,,,,0,0,,,电子元件及设备,消费电子及电气业,California,Singapore,,,Main Board,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
164,2022,538,国外,远新启房地产开发集团公司,,,,,,0,0,,,餐饮业,住宿和餐饮业,California,Frankfurt,,NYSE,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
165,2022,539,国外,凯新昌房地产开发控股公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,New South Wales,Tokyo,,XETRA,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
166,2022,200539,国外,星泽联化工公司,,,,,,0,0,,,公用事业,,Tokyo,Toronto,,NYSE,NASDAQ Global Select,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
167,2022,540,国外,碧源拓船舶科技公司,,,,,,0,0,,,纺织鞋服业,纺织鞋服业,Tokyo,Frankfurt,,TSE,Standard,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
171,2022,544,国外,星泽骏新材料有限公司,,,,,,0,0,,,水生产和供应业,电力、热力、燃气及水生产和供应业,New South Wales,Singapore,,SGX,Prime,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
174,2022,547,国外,华控置贸易股份公司,,,,,,0,0,,,通用设备制造业,通用设备制造业,California,Singapore,,NYSE,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
180,2022,552,国外,招酷智金融有限公司,,,,,,0,0,,,电信、广播电视和卫星传输服务,信息传输、软件和信息技术服务业,Ontario,Toronto,,TSX,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
181,2022,553,国外,物通启环境科技科技公司,,,,,,0,0,,,通信传输设备业,通信传输设备业,Zurich,Sydney,,TSE,Main Board,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
182,2022,200553,国外,科源启置业发展公司,,,,,,0,0,,,化工,,Zurich,Toronto,,NASDAQ,NASDAQ Global Select,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
183,2022,554,国外,恒达联能源科技公司,,,,,,0,0,,,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业,Bavaria,Toronto,,TSX,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
191,2022,563,国外,冀能锦水电股份公司,,,,,,0,0,,,住宅,房地产业,Zurich,Toronto,,,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
192,2022,564,国外,科澜置数据服务发展公司,,,,,,0,0,,,零售业,批发和零售业,New South Wales,Singapore,,SGX,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
193,2022,565,国外,联禾置能源控股公司,,,,,,0,0,,,精细化工,化学原料和化学制品制造业,California,New York,,ASX,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
197,2022,569,国外,新澜联电子控股公司,,,,,,0,0,,,钢铁,,Ontario,,,NYSE,,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
199,2022,200570,国外,恒新锦财富管理有限公司,,,,,,0,0,,,机械设备,,Ontario,Tokyo,,NASDAQ,,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
200,2022,571,国外,科课科船舶公司,,,,,,0,0,,,综合,综合,California,Frankfurt,,NASDAQ,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
201,2022,572,国外,恒新景集成电路发展公司,,,,,,0,0,,,整车制造业,汽车制造业,California,,,TSX,Growth,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
204,2022,578,国外,启泽澜电子有限公司,,,,,,0,0,,,化工,,Ontario,Singapore,,NYSE,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
207,2022,582,国外,花园置电子有限公司,,,,,,0,0,,,水路交通运输业,交通运输、仓储和邮政业,New South Wales,,,LSE,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
210,2022,586,国外,联电盛能源公司,,,,,,0,0,,,通信传输设备业,通信传输设备业,Tokyo,New York,,XETRA,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
212,2022,589,国外,北车骏医药股份公司,,,,,,0,0,,,汽车零部件制造业,汽车制造业,Bavaria,London,,SGX,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
218,2022,595,国外,盛芯骏建筑设计控股公司,,,,,,0,0,,,通用设备制造业,通用设备制造业,New South Wales,Sydney,,TSX,Main Board,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
224,2022,600,国外,明禾盛新材料控股公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,Ontario,Frankfurt,,LSE,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
225,2022,601,国外,凯城源贸易控股公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,England,Singapore,,ASX,Standard,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
227,2022,603,国外,碧芯锦能源科技公司,,,,,,0,0,,,有色金属开采业,采矿业,Tokyo,Frankfurt,,NYSE,Standard,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
228,2022,605,国外,恒酷远房地产开发控股公司,,,,,,0,0,,,水生产和供应业,电力、热力、燃气及水生产和供应业,England,Frankfurt,,NYSE,Prime,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
230,2022,607,国外,联城泽环境科技有限公司,,,,,,0,0,,,文化、体育和娱乐业,文化、体育和娱乐业,,Frankfurt,,TSE,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
238,2022,615,国外,绿城拓生物科技科技公司,,,,,,0,0,,,住宅,房地产业,,Singapore,,XETRA,Main Board,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
244,2022,623,国外,冀尹泽化工控股公司,,,,,,0,0,,,制药,医药制造业,England,,,SGX,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
248,2022,627,国外,启能迈贸易集团公司,,,,,,0,0,,,保险,金融业,Bavaria,Singapore,,LSE,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
250,2022,629,国外,长酷盛船舶发展公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,,New York,,LSE,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
255,2022,635,国外,物控锦医药股份公司,,,,,,0,0,,,塑料制品,橡胶和塑料制品业,,,,TSX,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
256,2022,636,国外,瑞尹航电子公司,,,,,,0,0,,,电子元件及设备,消费电子及电气业,Tokyo,Singapore,,TSE,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
257,2022,637,国外,启芯澜综合开发发展公司,,,,,,0,0,,,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业,New South Wales,Singapore,,NYSE,Standard,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
258,2022,638,国外,保控泰连锁公司,,,,,,0,0,,,软件和信息技术服务,信息传输、软件和信息技术服务业,Tokyo,Singapore,,XETRA,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
261,2022,651,国外,冀澜启集成电路有限公司,,,,,,0,0,,,家用电器,消费电子及电气业,Ontario,Toronto,,TSX,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
267,2022,661,国外,碧桥锦连锁科技公司,,,,,,0,0,,,生物科技,医药制造业,Bavaria,Sydney,,TSX,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
272,2022,667,国外,明盈智环境科技股份公司,,,,,,0,0,,,住宅,房地产业,Ontario,New York,,TSX,Main Board,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
273,2022,668,国外,十达润贸易发展公司,,,,,,0,0,,,住宅,房地产业,New South Wales,London,,NYSE,Growth,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
278,2022,673,国外,花园禾数据服务集团公司,,,,,,0,0,,,医疗专用设备制造业,专用设备制造业,New South Wales,Toronto,,LSE,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
283,2022,680,国外,联新启财富管理科技公司,,,,,,0,0,,,其他专用设备制造业,专用设备制造业,England,Tokyo,,TSX,Standard,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
290,2022,688,国外,恒会科综合开发股份公司,,,,,,0,0,,,有色金属开采业,采矿业,California,Toronto,,XETRA,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
295,2022,695,国外,碧环盛软件控股公司,,,,,,0,0,,,印刷和记录媒介复制业,印刷和记录媒介复制业,Zurich,Toronto,,TSX,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
296,2022,1696,国外,北尹迈环境科技公司,,,,,,0,0,,,两轮车辆制造业,铁路、船舶、航空航天和其他运输设备制造业,,New York,,,Main Board,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
298,2022,698,国外,招达昌医药控股公司,,,,,,0,0,,,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业,,Frankfurt,,SGX,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
299,2022,700,国外,远阳锦水电集团公司,,,,,,0,0,,,汽车零部件制造业,汽车制造业,England,Tokyo,,LSE,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
300,2022,701,国外,比酷源生物科技集团公司,,,,,,0,0,,,批发业,批发和零售业,California,Tokyo,,NYSE,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
302,2022,703,国外,万城创电子股份公司,,,,,,0,0,,,化学纤维制造业,化学纤维制造业,Bavaria,Tokyo,,NYSE,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
306,2022,709,国外,高环远电器科技公司,,,,,,0,0,,,黑色金属冶炼和压延加工业,金属冶炼和压延加工业,New South Wales,London,,TSX,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
308,2022,711,国外,瑞锦拓城市发展有限公司,,,,,,0,0,,,土木工程,建筑业,Bavaria,Singapore,,TSE,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
313,2022,717,国外,瑞能瀚电子控股公司,,,,,,0,0,,,黑色金属冶炼和压延加工业,金属冶炼和压延加工业,England,,,XETRA,Main Board,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
316,2022,720,国外,北工盛实业公司,,,,,,0,0,,,商务服务业,租赁和商务服务业,,New York,,ASX,Prime,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
326,2022,729,国外,保工澜集成电路集团公司,,,,,,0,0,,,酒业,食品饮料业,,Singapore,,TSX,Main Board,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
332,2022,737,国外,华阳昌金融有限公司,,,,,,0,0,,,化工原料,化学原料和化学制品制造业,England,New York,,TSX,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
335,2022,748,国外,凯园启水电集团公司,,,,,,0,0,,,计算机,,,London,,XETRA,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
336,2022,750,国外,远晋创水电股份公司,,,,,,0,0,,,证券,金融业,,London,,NYSE,,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
340,2022,755,国外,众控瀚化工发展公司,,,,,,0,0,,,陆路交通运输业,交通运输、仓储和邮政业,England,Frankfurt,,,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
341,2022,756,国外,润工昌电子发展公司,,,,,,0,0,,,制药,医药制造业,Bavaria,Singapore,,TSE,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
343,2022,758,国外,物阳锦化工有限公司,,,,,,0,0,,,有色金属开采业,采矿业,,Tokyo,,LSE,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
344,2022,759,国外,比园科通信控股公司,,,,,,0,0,,,零售业,批发和零售业,Zurich,Singapore,,LSE,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
345,2022,760,国外,润新科生物科技发展公司,,,,,,0,0,,,住宅,房地产业,Tokyo,London,,ASX,Main Board,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
348,2022,762,国外,花车置新材料控股公司,,,,,,0,0,,,黑色金属开采业,采矿业,Ontario,,,LSE,NASDAQ Global Select,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
350,2022,767,国外,比工骏数据服务集团公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,,Toronto,,,NASDAQ Global Select,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
356,2022,780,国外,科源盛数据服务科技公司,,,,,,0,0,,,商务服务业,租赁和商务服务业,Zurich,Singapore,,SGX,,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
358,2022,783,国外,冀阳源船舶科技公司,,,,,,0,0,,,证券,金融业,England,Frankfurt,,TSX,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
360,2022,786,国外,科桥昌水务控股公司,,,,,,0,0,,,其他非金属制品业,非金属矿物制品业,England,Toronto,,TSE,Standard,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
363,2022,790,国外,联晋源房地产开发发展公司,,,,,,0,0,,,制药,医药制造业,England,Sydney,,NYSE,,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
365,2022,792,国外,凯酷泰电器控股公司,,,,,,0,0,,,化肥,化学原料和化学制品制造业,Tokyo,Tokyo,,,Growth,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
372,2022,800,国外,瑞能锦零售科技公司,,,,,,0,0,,,整车制造业,汽车制造业,England,Frankfurt,,,,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
374,2022,802,国外,凯禾昌连锁控股公司,,,,,,0,0,,,文化、体育和娱乐业,文化、体育和娱乐业,New South Wales,New York,,NASDAQ,Prime,,0,1,英国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
375,2022,803,国外,盛尹盛集成电路控股公司,,,,,,0,0,,,废弃资源综合利用业,废弃资源综合利用业,Tokyo,Sydney,,TSE,Growth,,0,1,德国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
376,2022,806,国外,明课拓生物科技科技公司,,,,,,0,0,,,电机制造业,商业电气机械和器材制造业,Zurich,Frankfurt,,NASDAQ,Growth,,0,1,法国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
