id,year,bmCode,companyType,bmCompanyName,completedDate,listingDate,delistingDate,industryId,secondIndustryId,firstClassificationId,secondClassificationId,secondClassification,firstClassification,secondIndustry,industry,province,city,area,exchange,plate,ownership,multipleList,isResult,country,isDelete,companyStatusType,createTime,updateTime
179,2022,551,国外,远通拓水务控股公司,,,,,,0,0,,,综合,综合,Zurich,Singapore,,XETRA,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
187,2022,559,国外,十控润化工股份公司,,,,,,0,0,,,汽车零部件制造业,汽车制造业,California,Toronto,,TSE,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
203,2022,576,国外,凯尹启医药发展公司,,,,,,0,0,,,食品业,食品饮料业,New South Wales,Frankfurt,,TSX,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
208,2022,584,国外,新白润船舶有限公司,,,,,,0,0,,,其他专用设备制造业,专用设备制造业,Tokyo,London,,NYSE,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
219,2022,596,国外,明控盛环境科技集团公司,,,,,,0,0,,,酒业,食品饮料业,California,Tokyo,,,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
220,2022,200596,国外,物源航金融发展公司,,,,,,0,0,,,食品饮料,,Ontario,Toronto,,,Main Board,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
234,2022,611,国外,润会盛电子股份公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,New South Wales,,,LSE,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
236,2022,613,国外,凯城源财富管理科技公司,,,,,,0,0,,,休闲服务,,Bavaria,Toronto,,NYSE,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
243,2022,622,国外,瑞业远金融科技公司,,,,,,0,0,,,其他专用设备制造业,专用设备制造业,England,Frankfurt,,,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
251,2022,630,国外,比尹昌实业集团公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,Tokyo,Singapore,,TSE,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
254,2022,633,国外,恒能泽建筑设计集团公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,Zurich,Toronto,,XETRA,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
259,2022,639,国外,瑞海泽零售科技公司,,,,,,0,0,,,食品业,食品饮料业,Zurich,New York,,NASDAQ,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
263,2022,655,国外,新尹创能源股份公司,,,,,,0,0,,,黑色金属开采业,采矿业,England,Tokyo,,LSE,Main Board,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
264,2022,656,国外,启车骏新能源汽车股份公司,,,,,,0,0,,,住宅,房地产业,Tokyo,Toronto,,XETRA,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
269,2022,663,国外,比阳景连锁集团公司,,,,,,0,0,,,家具制造业,家具制造业,Zurich,London,,NASDAQ,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
274,2022,669,国外,招能智环境科技控股公司,,,,,,0,0,,,燃气生产和供应业,电力、热力、燃气及水生产和供应业,Tokyo,,,LSE,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
276,2022,671,国外,瑞白景连锁发展公司,,,,,,0,0,,,住宅,房地产业,Ontario,Frankfurt,,LSE,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
277,2022,672,国外,远课禾数据服务股份公司,,,,,,0,0,,,水泥制品业,非金属矿物制品业,Bavaria,New York,,LSE,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
279,2022,676,国外,招桥创化工科技公司,,,,,,0,0,,,互联网和相关服务,信息传输、软件和信息技术服务业,Tokyo,Tokyo,,SGX,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
286,2022,683,国外,远海联新能源汽车集团公司,,,,,,0,0,,,化工原料,化学原料和化学制品制造业,Ontario,London,,ASX,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
294,2022,693,国外,科桥泽化工有限公司,,,,,,0,0,,,有色金属,,California,New York,,NYSE,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
304,2022,707,国外,润会创新材料公司,,,,,,0,0,,,化工原料,化学原料和化学制品制造业,California,Toronto,,NASDAQ,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
314,2022,718,国外,花白智传媒科技公司,,,,,,0,0,,,住宅,房地产业,Zurich,Sydney,,NYSE,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
319,2022,723,国外,花源盛生物科技有限公司,,,,,,0,0,,,石油加工、炼焦和核燃料加工业,石油加工、炼焦和核燃料加工业,New South Wales,Frankfurt,,NYSE,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
320,2022,725,国外,物晋泽金融控股公司,,,,,,0,0,,,电子元件及设备,消费电子及电气业,Tokyo,Sydney,,,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
321,2022,200725,国外,远禾澜新能源汽车集团公司,,,,,,0,0,,,电子,,Ontario,Tokyo,,,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
322,2022,726,国外,联锦禾新材料公司,,,,,,0,0,,,纺织鞋服业,纺织鞋服业,England,Toronto,,XETRA,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
327,2022,731,国外,北新景环境科技公司,,,,,,0,0,,,化肥,化学原料和化学制品制造业,California,London,,,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
328,2022,732,国外,润新创化工集团公司,,,,,,0,0,,,住宅,房地产业,,Singapore,,NYSE,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
329,2022,733,国外,保环润水务控股公司,,,,,,0,0,,,半导体业,半导体业,,Tokyo,,NYSE,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
331,2022,736,国外,万澜瀚水电股份公司,,,,,,0,0,,,住宅,房地产业,Tokyo,Toronto,,NYSE,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
333,2022,738,国外,高白澜集成电路股份公司,,,,,,0,0,,,航空航天,铁路、船舶、航空航天和其他运输设备制造业,,Toronto,,NASDAQ,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
342,2022,757,国外,启新拓实业有限公司,,,,,,0,0,,,零售业,批发和零售业,California,,,,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
346,2022,761,国外,恒酷联电器股份公司,,,,,,0,0,,,黑色金属冶炼和压延加工业,金属冶炼和压延加工业,New South Wales,Singapore,,TSX,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
352,2022,776,国外,碧酷源环境科技股份公司,,,,,,0,0,,,证券,金融业,New South Wales,London,,NYSE,Main Board,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
354,2022,778,国外,招会盛传媒发展公司,,,,,,0,0,,,金属制品业,金属制品业,Tokyo,Toronto,,SGX,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
359,2022,785,国外,瑞海智能源科技公司,,,,,,0,0,,,零售业,批发和零售业,Ontario,Singapore,,SGX,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
361,2022,788,国外,长达源医药发展公司,,,,,,0,0,,,医疗保健,医药制造业,Ontario,London,,LSE,Main Board,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
362,2022,789,国外,瑞车创贸易发展公司,,,,,,0,0,,,水泥制品业,非金属矿物制品业,New South Wales,London,,TSX,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
366,2022,793,国外,星泽景置业科技公司,,,,,,0,0,,,文化、体育和娱乐业,文化、体育和娱乐业,Tokyo,New York,,TSE,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
368,2022,796,国外,十阳创软件发展公司,,,,,,0,0,,,商务服务业,租赁和商务服务业,New South Wales,Tokyo,,SGX,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
373,2022,801,国外,花环启建筑设计发展公司,,,,,,0,0,,,智能消费设备,消费电子及电气业,England,London,,,Main Board,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
383,2022,815,国外,联禾科医药集团公司,,,,,,0,0,,,造纸和纸制品业,造纸和纸制品业,Tokyo,Sydney,,,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
384,2022,816,国外,恒尹置传媒股份公司,,,,,,0,0,,,通用设备制造业,通用设备制造业,New South Wales,New York,,TSE,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
390,2022,823,国外,新电禾批发公司,,,,,,0,0,,,半导体业,半导体业,Bavaria,Toronto,,NYSE,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
403,2022,848,国外,碧阳泽生物科技集团公司,,,,,,0,0,,,饮料业,食品饮料业,Tokyo,Toronto,,ASX,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
407,2022,856,国外,比澜盛软件集团公司,,,,,,0,0,,,其他专用设备制造业,专用设备制造业,,New York,,NYSE,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
408,2022,858,国外,高能源医药股份公司,,,,,,0,0,,,酒业,食品饮料业,Ontario,Tokyo,,NYSE,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
410,2022,860,国外,联海科新材料集团公司,,,,,,0,0,,,酒业,食品饮料业,New South Wales,,,ASX,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
411,2022,861,国外,花环置水电控股公司,,,,,,0,0,,,租赁业,租赁和商务服务业,Zurich,New York,,TSE,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
415,2022,869,国外,长阳创水电集团公司,,,,,,0,0,,,酒业,食品饮料业,California,London,,XETRA,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
440,2022,902,国外,远锦远能源有限公司,,,,,,0,0,,,化肥,化学原料和化学制品制造业,New South Wales,New York,,,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
442,2022,905,国外,联会航新能源汽车有限公司,,,,,,0,0,,,水路交通运输业,交通运输、仓储和邮政业,,Tokyo,,NASDAQ,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
445,2022,909,国外,华会润通信公司,,,,,,0,0,,,住宅,房地产业,New South Wales,,,LSE,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
446,2022,910,国外,星阳昌通信股份公司,,,,,,0,0,,,木材加工和木、竹、藤、棕、草制品业,木材加工和木、竹、藤、棕、草制品业,England,Sydney,,,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
453,2022,918,国外,高禾迈连锁有限公司,,,,,,0,0,,,住宅,房地产业,,Toronto,,TSE,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
457,2022,922,国外,瑞酷联化工科技公司,,,,,,0,0,,,其他专用设备制造业,专用设备制造业,Zurich,New York,,TSE,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
460,2022,926,国外,新芯泽通信集团公司,,,,,,0,0,,,住宅,房地产业,Ontario,Toronto,,TSX,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
461,2022,927,国外,瑞海润综合开发控股公司,,,,,,0,0,,,批发业,批发和零售业,Ontario,Singapore,,LSE,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
471,2022,938,国外,物工智综合开发公司,,,,,,0,0,,,通信传输设备业,通信传输设备业,Tokyo,Tokyo,,NASDAQ,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
475,2022,950,国外,绿工润建设开发有限公司,,,,,,0,0,,,批发业,批发和零售业,California,London,,NASDAQ,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
482,2022,959,国外,物课联化工发展公司,,,,,,0,0,,,黑色金属冶炼和压延加工业,金属冶炼和压延加工业,Ontario,,,ASX,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
483,2022,960,国外,科尹远置业有限公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,Bavaria,,,TSE,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
485,2022,962,国外,招控盛建设开发控股公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,Tokyo,Singapore,,XETRA,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
488,2022,966,国外,高能源通信控股公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,Zurich,Toronto,,XETRA,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
492,2022,970,国外,盛课远能源公司,,,,,,0,0,,,其他非金属制品业,非金属矿物制品业,Bavaria,Frankfurt,,SGX,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
493,2022,971,国外,瑞盈源医药控股公司,,,,,,0,0,,,软件和信息技术服务,信息传输、软件和信息技术服务业,,New York,,SGX,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
495,2022,973,国外,盛课禾连锁公司,,,,,,0,0,,,塑料制品,橡胶和塑料制品业,Bavaria,New York,,TSE,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
496,2022,975,国外,润晋润零售发展公司,,,,,,0,0,,,有色金属开采业,采矿业,Tokyo,Toronto,,NYSE,Main Board,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
498,2022,977,国外,盛源联实业科技公司,,,,,,0,0,,,电子元件及设备,消费电子及电气业,Bavaria,Sydney,,SGX,,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
508,2022,989,国外,远白禾贸易公司,,,,,,0,0,,,制药,医药制造业,Tokyo,New York,,SGX,Main Board,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
510,2022,993,国外,星控瀚批发有限公司,,,,,,0,0,,,电力热力生产和供应业,电力、热力、燃气及水生产和供应业,England,Singapore,,NASDAQ,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
519,2022,200152,国外,比工航财富管理股份公司,,,,,,0,0,,,交通运输,,Tokyo,Tokyo,,TSE,NASDAQ Global Select,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
521,2022,200168,国外,润酷盛能源发展公司,,,,,,0,0,,,纺织服装,,New South Wales,Singapore,,XETRA,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
531,2022,600001,国外,花白远电器科技公司,,,,,,0,0,,,钢铁,,Ontario,Sydney,,NASDAQ,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
539,2022,600010,国外,启酷禾生物科技集团公司,,,,,,0,0,,,黑色金属冶炼和压延加工业,金属冶炼和压延加工业,California,Sydney,,XETRA,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
541,2022,600012,国外,冀环源电器有限公司,,,,,,0,0,,,陆路交通运输业,交通运输、仓储和邮政业,Ontario,Singapore,,SGX,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
547,2022,600026,国外,科达远建设开发发展公司,,,,,,0,0,,,水路交通运输业,交通运输、仓储和邮政业,Ontario,Sydney,,ASX,Standard,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
548,2022,600028,国外,碧锦昌电子科技公司,,,,,,0,0,,,石油天然气开采业,采矿业,California,London,,NASDAQ,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
550,2022,600030,国外,冀盈智城市发展股份公司,,,,,,0,0,,,证券,金融业,England,Tokyo,,ASX,Standard,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
560,2022,600052,国外,科源瀚置业科技公司,,,,,,0,0,,,文化、体育和娱乐业,文化、体育和娱乐业,Ontario,,,XETRA,NASDAQ Global Select,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
562,2022,600054,国外,润园航置业公司,,,,,,0,0,,,水利、环境和公共设施管理业,水利、环境和公共设施管理业,England,Frankfurt,,,,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
565,2022,600056,国外,启会润贸易集团公司,,,,,,0,0,,,批发业,批发和零售业,New South Wales,Toronto,,SGX,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
571,2022,600062,国外,冀澜航新材料控股公司,,,,,,0,0,,,制药,医药制造业,Ontario,,,NASDAQ,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
572,2022,600063,国外,联会锦船舶有限公司,,,,,,0,0,,,塑料制品,橡胶和塑料制品业,Tokyo,London,,TSE,Main Board,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
575,2022,600067,国外,凯锦润建设开发发展公司,,,,,,0,0,,,住宅,房地产业,California,London,,TSE,Growth,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
581,2022,600073,国外,保酷航金融有限公司,,,,,,0,0,,,食品业,食品饮料业,California,Toronto,,XETRA,Prime,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
583,2022,600075,国外,凯环骏财富管理科技公司,,,,,,0,0,,,化工原料,化学原料和化学制品制造业,England,Sydney,,TSX,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
598,2022,600090,国外,润源泽水电科技公司,,,,,,0,0,,,医药生物,,Bavaria,New York,,NYSE,Main Board,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
611,2022,600103,国外,明锦源传媒公司,,,,,,0,0,,,造纸和纸制品业,造纸和纸制品业,Tokyo,Tokyo,,ASX,Prime,,0,1,美国,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
618,2022,600110,国外,新尹联新材料科技公司,,,,,,0,0,,,有色金属冶炼和压延加工业,金属冶炼和压延加工业,Tokyo,Sydney,,ASX,Growth,,0,1,加拿大,0,0,23/3/2026 09:32:16,23/3/2026 09:32:16
